family,n,k_colors,average_degree,trials,realized_mean_degree,mean_initial_phi,mean_h,mean_w,mean_x0,mean_tau_h,sd_tau_h,mean_b_h,mean_tau_over_b,mean_max_degree,mean_degree_variance,mean_final_phi,mean_accepted_moves,mean_total_activations,normal_ci95_low_tau_h,normal_ci95_high_tau_h
er,400,5,4.0,40,4.007625,159.65,75.65,9.075,84.0,157.7,28.871243789430306,10731.08253527075,0.015082244097313385,11.075,3.9379606249999997,1.05,124.175,1584.275,148.7527088528541,166.64729114714586
er,400,5,8.0,40,8.02975,319.55,241.0,14.7,78.55,77.6,14.56162853670652,16049.312306454998,0.004926319787303507,17.85,7.775886249999999,22.375,191.425,2477.775,73.08730456350484,82.11269543649514
er,400,5,12.0,40,12.027625,478.7,400.725,19.075,77.975,55.45,12.411636392866088,21478.07597402,0.0026178604699777616,23.35,11.820530624999998,70.875,236.075,3020.85,51.60359403185326,59.29640596814674
er,400,5,16.0,40,16.029875,641.775,561.95,23.475,79.825,48.725,17.332328619796456,25633.74029082,0.0019024169556271404,28.8,15.502041874999993,139.45,260.475,3272.0,43.353655711878226,54.09634428812178
er,400,8,4.0,40,4.002875,101.7,9.65,10.1,92.05,476.7,86.78183669113703,11671.516015168,0.04171701025386239,11.1,3.922056875,0.0,86.675,1007.325,449.8060301792772,503.5939698207228
er,400,8,8.0,40,7.993250000000001,199.275,111.325,15.6,87.95,120.55,19.900972789005014,17687.838084259998,0.006926793399231165,17.55,7.872156249999999,0.1,148.025,1283.85,114.38262463670364,126.71737536329636
er,400,8,12.0,40,12.02275,295.45,213.475,21.05,81.975,72.675,15.397947748703231,23672.5796851725,0.0031134198839250253,23.425,11.510147499999999,3.55,193.55,1992.175,67.90312655453991,77.44687344546008
er,400,8,16.0,40,15.99025,403.4,311.85,25.65,91.55,64.075,13.497174443146164,28867.0720228125,0.002248334798640308,28.7,15.349148749999994,14.7,232.1,2318.575,59.89218230473825,68.25781769526176
er,800,2,4.0,40,3.984375,791.9,695.775,6.125,96.125,151.175,32.99175304876613,14571.57203508475,0.010541252379473537,11.675,3.9500075000000003,366.0,251.4,5764.85,140.9507498036813,161.39925019631872
er,800,2,8.0,40,8.00825,1603.9,1501.475,9.475,102.425,103.175,28.646284495281677,22352.225474675,0.004640734564449791,18.4,7.9785759375,944.175,312.675,6805.75,94.29742446038681,112.05257553961319
er,800,2,12.0,40,11.9903125,2397.4,2299.85,12.5,97.55,76.15,31.68640410536048,29221.415455385002,0.002614350062271365,24.475,11.74960953125,1567.3,339.95,8197.05,66.330281632322,85.96971836767801
er,800,2,16.0,40,15.986687499999999,3188.875,3096.475,15.075,92.4,64.5,30.526995199289367,33667.7629248375,0.0018406796059501494,29.625,15.490696718750005,2214.075,368.575,9317.15,55.03958617482355,73.96041382517645
er,800,3,4.0,40,4.0093125,534.625,400.85,8.125,133.775,193.675,32.86989699109397,20122.03363566,0.00980021417904773,11.575,3.9620804687500004,90.45,303.675,6047.35,183.48851338719672,203.8614866128033
er,800,3,8.0,40,7.971124999999999,1062.1,929.425,12.375,132.675,119.075,28.76107367561856,30549.974386147504,0.003914692440883274,17.95,7.8172193750000005,346.925,394.825,6970.9,110.16185092484719,127.98814907515282
er,800,3,12.0,40,12.0443125,1601.8,1473.225,16.475,128.575,88.9,23.731186880753157,40375.215328984996,0.0022297696398434117,24.25,11.854628593750002,671.45,443.475,8209.2,81.54562899201592,96.25437100798409
er,800,3,16.0,40,15.9929375,2133.75,1998.5,20.6,135.25,80.475,19.32579981427776,50149.019738079995,0.0016236895492199577,30.325,15.377838593749999,1027.5,485.1,10136.8,74.48587258827747,86.46412741172252
er,800,4,4.0,40,3.9822499999999996,399.1,245.825,9.275,153.275,238.925,34.09367750997018,23380.7383799175,0.010398458418333483,11.825,3.9865640625,16.975,281.525,4338.55,228.35925987520915,249.49074012479088
er,800,4,8.0,40,8.0173125,805.65,651.625,14.3,154.025,136.475,26.575473076330535,36187.6653814775,0.003826343026419987,18.525,7.901921718749999,127.325,410.4,6176.375,128.23917556786674,144.71082443213325
er,800,4,12.0,40,11.9676875,1198.025,1047.05,18.15,150.975,104.975,21.11080352902337,44288.7731176175,0.00238219946175238,23.7,11.827837031250004,311.0,473.4,7732.6,98.43269420597262,111.51730579402737
er,800,4,16.0,40,16.042125,1604.925,1452.65,22.825,152.275,90.925,25.60187042445862,57321.211743165004,0.001584153970778548,30.025,15.5395584375,528.35,522.45,9206.45,82.99089815562448,98.85910184437552
er,800,5,4.0,40,3.990875,321.1,151.3,9.6,169.8,325.075,31.92088577589835,25146.1620499475,0.013224719651814107,11.6,3.9520050000000007,1.825,247.975,3743.35,315.1826150097728,334.9673849902272
er,800,5,8.0,40,7.9870625,639.675,479.45,15.2,160.225,152.5,24.829676206362834,37990.4104664575,0.004093787174633615,18.4,7.828594218749998,43.175,388.075,5373.075,144.80520362309363,160.19479637690637
er,800,5,12.0,40,11.959999999999999,953.95,795.725,19.725,158.225,116.225,20.79507769666313,50595.333180835,0.0023211092205813644,24.025,11.714992812499997,141.5,464.45,6647.5,109.78053865512089,122.6694613448791
er,800,5,16.0,40,16.0139375,1277.775,1121.475,24.05,156.3,92.15,21.46858169511903,59605.08541143,0.0015517350473546903,29.625,15.71262328125,277.9,518.575,8100.425,85.49681760358249,98.80318239641753
er,800,8,4.0,40,3.9708750000000004,199.45,19.475,10.575,179.975,937.875,112.45744209278138,27503.827798095,0.03505019457823827,11.575,3.9627518749999995,0.0,170.75,2318.9,903.0240776287312,972.7259223712688
er,800,8,8.0,40,7.977812500000001,396.45,221.15,15.9,175.3,247.15,33.254689277970385,41518.800778252495,0.006049860184338632,17.9,7.89278671875,0.275,293.5,3164.375,236.84426502204246,257.45573497795755
er,800,8,12.0,40,11.9928125,598.325,426.575,21.825,171.75,149.475,17.464964929824514,56826.767681135,0.0026582337391864,24.55,11.81696953125,6.3,388.875,4315.275,144.0625512935456,154.8874487064544
er,800,8,16.0,40,15.9738125,805.15,622.4,26.6,182.75,127.775,18.094463666674827,68841.94390642,0.0018740443926286224,29.8,15.552939218749993,28.025,464.525,5280.525,122.1674676138663,133.38253238613373
ws,100,2,4.0,40,4.0,99.075,92.525,3.05,6.875,9.575,10.23540236329093,393.750043482975,0.01917780722468153,5.9,0.38450000000000023,58.0,23.225,375.1,6.403015944845584,12.746984055154414
ws,100,2,8.0,40,8.0,200.175,189.225,5.25,11.625,13.6,10.179919902964327,786.626694192125,0.0141414354993438,10.25,0.7539999999999992,142.3,30.7,452.075,10.44521013743814,16.75478986256186
ws,100,2,12.0,40,12.0,298.825,288.5,7.75,10.825,9.375,7.748242149691529,1188.8797281820748,0.006456968987860091,14.875,1.079999999999999,228.475,34.5,541.75,6.973794880556635,11.776205119443365
ws,100,2,16.0,40,16.0,399.625,387.525,10.025,13.2,9.15,7.918009332835609,1536.855942860425,0.004631399667112272,19.425,1.450500000000001,315.6,39.075,572.0,6.696183485429383,11.603816514570617
ws,100,3,4.0,40,4.0,66.125,50.175,4.15,16.0,21.725,9.940818467051484,798.768832962,0.02641712907276198,5.975,0.36400000000000016,17.95,32.7,400.55,18.644308440109675,24.805691559890327
ws,100,3,8.0,40,8.0,133.4,111.5,7.35,21.9,21.975,9.88520650731727,1614.7801896380001,0.013851779435051129,10.4,0.7335000000000005,66.15,40.35,478.4,18.911542764984432,25.03845723501557
ws,100,3,12.0,40,12.0,203.075,185.075,10.175,18.15,13.25,8.3166499665831,1840.0672360305002,0.0066423499998951915,15.0,1.1525000000000005,117.8,46.8,565.925,10.672643473116949,15.827356526883051
ws,100,3,16.0,40,16.0,267.15,249.625,13.275,18.3,11.35,8.499019551297275,2463.670235355,0.004007790147230092,19.275,1.4775000000000005,171.1,49.775,640.625,8.716126553280638,13.983873446719361
ws,100,4,4.0,40,4.0,49.925,41.875,4.875,8.25,11.0,7.742655742619449,720.97296817725,0.013499110053054828,5.875,0.3825000000000002,2.1,34.775,298.55,8.60052612604453,13.39947387395547
ws,100,4,8.0,40,8.0,99.45,87.625,8.475,12.425,10.575,7.906140100077361,1397.513582387825,0.006167114720498043,10.525,0.7164999999999992,33.275,42.8,471.95,8.124861798769668,13.02513820123033
ws,100,4,12.0,40,12.0,150.725,135.225,11.675,15.975,12.275,8.120842131397268,2066.9729528237503,0.005167609193179451,14.8,1.1074999999999995,66.55,50.675,573.525,9.758324949920569,14.791675050079432
ws,100,4,16.0,40,16.0,199.225,183.2,14.9,16.35,10.2,6.210825949449798,2632.0539590495,0.0034890277487796438,19.225,1.5390000000000001,103.375,54.525,588.975,8.275245097188362,12.124754902811636
ws,100,5,4.0,40,4.0,38.925,7.05,4.95,31.875,82.825,22.740326204727936,1172.10420901045,0.07287456625161776,5.95,0.3729999999999999,0.0,32.025,240.1,75.77769989686904,89.87230010313097
ws,100,5,8.0,40,8.0,81.6,51.8,8.45,29.8,32.625,10.080922576827977,1937.75515432075,0.017113471933651574,10.45,0.7240000000000005,17.425,42.475,422.1,29.500889726658166,35.749110273341834
ws,100,5,12.0,40,12.0,119.7,100.05,12.15,19.65,16.8,9.806329719324276,2312.50012124175,0.007078797102370844,14.95,1.1379999999999995,41.075,48.0,518.25,13.76098693483289,19.839013065167112
ws,100,5,16.0,40,16.0,161.55,145.35,15.825,16.575,10.15,6.716035155143858,2848.2171798374998,0.0032751048508735474,19.05,1.4180000000000006,67.75,54.5,558.675,8.068679142270344,12.231320857729656
ws,100,8,4.0,40,4.0,25.2,0.0,6.05,25.2,180.95,62.82533785761185,1164.80244197215,0.15726972557651817,6.075,0.3810000000000001,0.0,22.45,180.95,161.48022608483365,200.41977391516633
ws,100,8,8.0,40,8.0,49.45,37.35,9.3,12.1,14.975,7.570142091272216,1730.4402334165,0.008289984024888567,10.3,0.7695000000000007,0.0,37.525,240.825,12.628988660486014,17.321011339513987
ws,100,8,12.0,40,12.0,72.525,50.0,13.775,22.525,20.975,6.2037519664746785,2661.2984579920003,0.00792108723380635,14.925,1.1170000000000015,6.15,44.775,398.825,19.052437347224767,22.897562652775235
ws,100,8,16.0,40,16.0,102.6,83.25,17.425,19.475,12.9,6.647922366790379,3508.835818222,0.003513332105208689,19.425,1.4529999999999987,19.825,51.8,494.95,10.83978751407058,14.960212485929421
ws,200,2,4.0,40,4.0,200.325,185.275,3.15,15.5,21.8,15.166089028165976,1067.980432651525,0.017790678720053264,6.1,0.3812499999999999,119.1,45.725,884.65,17.099980316462386,26.500019683537616
ws,200,2,8.0,40,8.0,397.65,379.1,5.775,19.25,21.575,14.049158200897525,2254.15150105775,0.008756957705102007,10.8,0.7765000000000004,288.175,56.4,1004.525,17.221120765958776,25.928879234041222
ws,200,2,12.0,40,12.0,596.475,576.95,7.975,19.875,15.95,11.329448806381105,2975.040828926,0.004452541331726638,15.15,1.1025000000000005,458.1,67.7,1268.625,12.438967439480852,19.461032560519147
ws,200,2,16.0,40,16.0,801.025,775.225,10.1,26.725,21.7,13.576374652975248,4022.98246183875,0.004822510829849391,19.725,1.5234999999999956,630.6,79.8,1435.95,17.492637905424374,25.907362094575625
ws,200,3,4.0,40,4.0,131.725,100.35,4.125,31.375,45.2,13.245608851470504,1943.0144636905,0.0238319091830327,6.1,0.3775000000000004,35.975,63.85,812.65,41.0951432892993,49.304856710700705
ws,200,3,8.0,40,8.0,265.25,223.2,7.7,42.05,42.7,15.965025877901084,3890.9062673515,0.011038193037583629,10.825,0.7842500000000004,131.15,81.925,1295.2,37.75238722158573,47.64761277841428
ws,200,3,12.0,40,12.0,396.4,371.1,10.45,25.975,19.0,10.841515647660227,4423.3496374735,0.003969590905561935,15.375,1.1167499999999984,237.525,88.15,1239.825,15.640179491973738,22.35982050802626
ws,200,3,16.0,40,16.0,529.675,499.9,13.75,29.775,19.775,10.742886734235606,6207.801157625,0.0030765897168001572,19.9,1.5597499999999969,340.425,100.8,1512.075,16.445744908911536,23.10425509108846
ws,200,4,4.0,40,4.0,98.7,84.3,5.15,14.4,17.4,9.71860494367798,2044.4311886029998,0.008440582621788551,6.2,0.3804999999999999,4.85,70.65,768.6,14.388173124463304,20.411826875536693
ws,200,4,8.0,40,8.0,201.25,176.15,8.725,25.125,21.05,8.581285541133191,3707.8527819180003,0.0056172622622048226,10.85,0.7347499999999997,65.875,87.95,1106.7,18.390632058899364,23.709367941100638
ws,200,4,12.0,40,12.0,300.4,269.925,12.0,30.475,22.15,10.776398713427842,5595.4463779445005,0.0038489993343462634,15.275,1.1167499999999997,136.325,97.0,1233.05,18.810359438963065,25.489640561036932
ws,200,4,16.0,40,16.0,396.3,367.675,15.075,28.9,16.725,11.54253560553868,6492.696774285,0.0023216707372857503,19.575,1.4382499999999965,207.775,106.65,1459.25,13.147931156264882,20.30206884373512
ws,200,5,4.0,40,4.0,79.15,14.5,5.1,64.65,171.475,28.064931580450786,2848.2977724212496,0.06162474273230297,6.1,0.3770000000000001,0.0,64.575,522.375,162.77758759524068,180.1724124047593
ws,200,5,8.0,40,8.0,159.325,103.975,8.8,55.35,62.1,13.339357613410831,4522.670436119,0.014056462422291766,10.8,0.7522499999999998,33.4,84.05,996.9,57.96609024697517,66.23390975302483
ws,200,5,12.0,40,12.0,241.5,200.325,12.275,41.175,30.275,12.537098793335169,6028.134402109999,0.004999147518190898,15.175,1.1689999999999998,82.225,96.6,1215.15,26.3897128311262,34.1602871688738
ws,200,5,16.0,40,16.0,315.0,290.025,16.225,25.025,16.225,9.19723341902893,6878.438258129,0.0021950084796479585,19.85,1.5679999999999978,133.2,107.725,1409.725,13.374747833917777,19.075252166082226
ws,200,8,4.0,40,4.0,49.65,0.0,6.075,49.65,439.3,116.18358593633458,2722.62368008875,0.1613531067080482,6.075,0.3695000000000004,0.0,44.0,439.3,403.2943336880971,475.30566631190294
ws,200,8,8.0,40,8.0,100.275,75.525,9.675,24.75,27.4,11.353978180039828,4111.9421213685,0.006525744711428963,10.675,0.7614999999999987,0.025,76.55,572.25,23.88136570782764,30.918634292172356
ws,200,8,12.0,40,12.0,148.55,100.075,14.0,48.475,46.625,10.51418455816127,6551.899396951,0.007151191685406781,15.25,1.1355000000000004,12.9,90.475,1028.225,43.36662044757025,49.88337955242975
ws,200,8,16.0,40,16.0,198.3,167.6,17.725,30.7,21.425,8.15518554553183,8141.00875035475,0.0026419481738238467,19.725,1.4814999999999998,38.925,100.675,1115.6,18.89768181561399,23.952318184386012
ws,400,2,4.0,40,4.0,398.475,371.05,3.3,27.725,39.675,20.64149107613483,2803.9237817407497,0.01322852892544751,6.3,0.3806250000000004,234.975,90.85,1895.325,33.27813564194263,46.07186435805736
ws,400,2,8.0,40,8.0,804.1,758.7,5.9,45.4,45.525,22.005812169305845,5855.97230820025,0.00778923155844623,11.125,0.7448749999999997,572.525,119.45,2757.15,38.70532815474798,52.344671845252016
ws,400,2,12.0,40,12.0,1195.225,1153.475,8.15,42.025,36.65,22.36704306305631,7520.480291276499,0.004508906193726127,15.575,1.1229999999999998,916.9,138.425,3041.75,29.718381540971944,43.58161845902805
ws,400,2,16.0,40,16.0,1592.725,1551.5,10.325,42.3,32.75,23.272907105220117,8866.704955982,0.0031019679952246637,20.25,1.510499999999999,1260.025,155.825,3383.775,25.53765136585087,39.96234863414913
ws,400,3,4.0,40,4.0,266.3,200.8,4.25,65.5,92.85,24.11675659615009,4545.99443388925,0.020868282441756324,6.25,0.37337500000000023,72.025,131.675,2207.675,85.37613969926706,100.32386030073293
ws,400,3,8.0,40,8.0,534.2,446.375,7.9,87.825,85.8,19.665406304681454,8826.46843538775,0.009847436252248872,11.075,0.7708750000000005,264.775,165.625,2560.625,79.705627446528,91.894372553472
ws,400,3,12.0,40,12.0,796.55,743.625,10.525,52.925,37.75,18.01530688196241,10522.74294639075,0.0035011542531305437,15.5,1.1258750000000006,470.3,182.2,3050.5,32.166998555597075,43.333001444402925
ws,400,3,16.0,40,16.0,1069.975,1000.475,13.925,69.5,44.1,18.019647396874678,14924.9402296855,0.002893278195260825,20.15,1.5338750000000019,677.525,205.225,3952.3,38.51565341608969,49.68434658391031
ws,400,4,4.0,40,4.0,196.65,168.775,5.35,27.875,34.025,11.893733536442518,4859.39858528975,0.0071307168566446906,6.4,0.3808750000000002,8.7,140.775,1815.85,30.339093789887812,37.710906210112185
ws,400,4,8.0,40,8.0,401.15,350.3,8.9,50.85,44.45,13.843354417859189,9396.96672499,0.004766105483788653,11.0,0.773875,130.95,175.925,2436.425,40.15990001909584,48.74009998090416
ws,400,4,12.0,40,12.0,598.825,540.175,12.1,58.65,44.2,16.444467544451317,12601.701193772251,0.003505614449970278,15.5,1.140250000000001,272.975,192.475,2939.625,39.10380670978013,49.296193290219875
ws,400,4,16.0,40,16.0,796.65,734.275,15.2,62.375,38.075,11.91505726984095,15811.023868415,0.00241748955977791,20.125,1.5129999999999995,417.15,214.475,3263.275,34.38248549644361,41.7675145035564
ws,400,5,4.0,40,4.0,161.75,30.25,5.425,131.5,336.35,41.02128903199111,6513.6531176650005,0.05275088675230266,6.425,0.3882499999999999,0.025,130.875,1150.825,323.63737082207683,349.0626291779232
ws,400,5,8.0,40,8.0,320.725,207.9,9.225,112.825,125.9,19.179048397558663,11177.64203808775,0.011433271578586045,11.225,0.744250000000001,67.2,165.95,2326.325,119.956351323493,131.84364867650703
ws,400,5,12.0,40,12.0,479.125,400.475,12.55,78.65,59.65,17.85777141750896,13822.828286305,0.004307551315591157,15.55,1.149749999999998,163.55,192.15,2795.675,54.11581930182976,65.18418069817024
ws,400,5,16.0,40,16.0,648.1,580.5,16.35,67.6,40.85,12.950695457021327,18111.2826305075,0.0022647310823956227,20.225,1.5418750000000045,270.3,217.25,3189.55,36.8365378971165,44.8634621028835
ws,400,8,4.0,40,4.0,99.3,0.0,6.2,99.3,1056.025,218.00429159501914,6416.44842616425,0.16501889229624353,6.2,0.3811250000000001,0.0,86.725,1056.025,988.4647700890874,1123.5852299109129
ws,400,8,8.0,40,8.0,198.125,150.325,10.2,47.8,55.725,16.574598266392695,10487.00795720775,0.005309128277578239,11.2,0.7885000000000012,0.175,149.375,1367.175,50.58847878124024,60.86152121875976
ws,400,8,12.0,40,12.0,299.375,200.2,14.175,99.175,95.45,14.96996993984958,16129.657733574999,0.005975366080329695,15.725,1.1411250000000017,24.025,181.825,2226.75,90.81075825161051,100.0892417483895
ws,400,8,16.0,40,16.0,402.95,333.8,18.125,69.15,48.725,11.045331999281824,20118.88205478,0.002441067438746512,20.125,1.540124999999999,78.725,203.95,2544.925,45.30201615021376,52.14798384978624
ws,800,2,4.0,40,4.0,798.25,743.1,3.625,55.15,81.125,32.96866227658763,7683.563410657999,0.010856334496798296,6.65,0.388375,473.6,180.2,4572.825,70.90790570811687,91.34209429188313
ws,800,2,8.0,40,8.0,1603.725,1518.125,6.05,85.6,90.125,29.415840403882168,13400.299458940499,0.006685335775234867,11.4,0.7564374999999994,1142.9,239.025,5934.875,81.00893661350105,99.24106338649895
ws,800,2,12.0,40,12.0,2393.85,2306.725,8.15,87.125,78.25,29.004641538368148,18284.384651995,0.004228674794505949,15.95,1.1620624999999998,1829.025,278.15,6632.75,69.2613684621586,87.2386315378414
ws,800,2,16.0,40,16.0,3200.325,3103.025,10.25,97.3,72.15,26.107813939852353,23515.0242457575,0.0030794799847491065,20.25,1.5042500000000003,2522.575,316.075,8185.875,64.0591046357729,80.24089536422711
ws,800,3,4.0,40,4.0,531.525,402.125,4.55,129.4,187.225,27.039844768936916,11171.758660652,0.01701779429509637,6.55,0.3739375000000001,145.05,262.85,5275.875,178.84526528937144,195.60473471062855
ws,800,3,8.0,40,8.0,1061.075,893.325,8.05,167.75,168.15,26.526764423299554,20225.91744556,0.00842723669088295,11.35,0.7688750000000013,528.5,324.95,6139.875,159.92927053582974,176.37072946417027
ws,800,3,12.0,40,12.0,1600.35,1486.525,10.95,113.825,81.5,22.604741957703453,26819.526034545,0.0030813637564761948,15.95,1.1441875000000017,941.6,365.175,7073.125,74.49471789034179,88.50528210965821
ws,800,3,16.0,40,16.0,2135.15,2001.225,14.125,133.925,79.375,22.556694952485554,35210.123253242506,0.002259135821199889,20.625,1.530000000000004,1359.2,402.1,8028.2,72.38460781152317,86.36539218847683
ws,800,4,4.0,40,4.0,397.5,337.225,5.475,60.275,76.7,25.015072379544424,11662.2163848395,0.0065297014804834,6.525,0.3795624999999999,19.375,282.5,3967.65,68.94774875377382,84.45225124622618
ws,800,4,8.0,40,8.0,803.975,702.3,9.025,101.675,87.625,21.48307324144839,21051.8671929075,0.004177870546689426,11.4,0.7484999999999993,262.35,348.85,6003.45,80.96732662684705,94.28267337315295
ws,800,4,12.0,40,12.0,1191.8,1081.7,12.225,110.1,79.1,21.23833012895945,29871.3391795625,0.002677818649870466,15.925,1.1321250000000014,538.95,389.125,6978.225,72.51817330320323,85.68182669679676
ws,800,4,16.0,40,16.0,1597.0,1469.925,15.55,127.075,77.15,20.283313844458956,38449.969882674995,0.002008509668435317,20.55,1.5321874999999978,830.5,423.25,7598.725,70.86413591603738,83.43586408396263
ws,800,5,4.0,40,4.0,323.0,60.625,5.575,262.375,676.575,48.6836399098485,15325.939457735,0.04502280525439352,6.575,0.3853749999999999,0.125,261.25,2962.5,661.4877836835457,691.6622163164544
ws,800,5,8.0,40,8.0,642.4,416.725,9.325,225.675,249.95,30.386358275232144,25558.332455044998,0.009838694085800617,11.325,0.7538125000000004,133.6,336.025,5274.45,240.53317000913134,259.3668299908686
ws,800,5,12.0,40,12.0,963.95,801.55,13.05,162.4,123.65,18.92163325741742,32216.416856487504,0.0038754872941499235,16.05,1.1193749999999993,327.7,386.475,6322.2,117.78612510190464,129.51387489809537
ws,800,5,16.0,40,16.0,1283.575,1161.25,16.575,122.325,74.825,20.214094473525535,41384.2516774775,0.0018209260312633147,20.575,1.536,536.75,433.4,6988.4,68.56058722133204,81.08941277866796
ws,800,8,4.0,40,4.0,198.075,0.0,6.575,198.075,2334.45,398.1807314170223,15420.0934010875,0.15190383536973248,6.575,0.3826875000000004,0.0,174.625,2334.45,2211.0525128963836,2457.847487103616
ws,800,8,8.0,40,8.0,396.65,301.9,10.175,94.75,110.6,21.164556729080378,23887.1458361625,0.00465768661492934,11.175,0.751125,0.275,300.275,3103.55,104.04103591668975,117.15896408331024
ws,800,8,12.0,40,12.0,595.4,400.475,14.2,194.925,185.475,27.09526167299746,36946.276671675,0.00508167230581291,15.95,1.1521250000000023,50.125,363.05,4929.55,177.07809141287623,193.87190858712376
ws,800,8,16.0,40,16.0,803.475,668.575,18.475,134.9,91.075,17.974893459261306,45317.218012575,0.0020410539111687647,20.475,1.5146249999999994,162.1,400.4,5486.85,85.50452280504739,96.64547719495262
