family,n,m,k_colors,average_degree,realized_average_degree,trial,seed,recolor_steps,sweeps,node_evaluations,activation_count,initial_potential,final_potential,converged,edge_bound,degree_square_sum
er,800,3208,3,8.0,8.02,22,179283625,416,0,5888,5888,1078,338,True,3208,57810
er,800,3195,3,8.0,7.9875,23,3237875940,362,0,5893,5893,1030,353,True,3195,57854
er,800,3160,3,8.0,7.9,24,3529937066,421,0,6064,6064,1096,345,True,3160,55978
er,800,3270,3,8.0,8.175,25,3935884700,398,0,6520,6520,1083,343,True,3270,59422
er,800,3337,3,8.0,8.3425,26,2561974129,398,0,6852,6852,1099,385,True,3337,62332
er,800,3143,3,8.0,7.8575,27,2184163871,369,0,5483,5483,1008,321,True,3143,55854
er,800,3204,3,8.0,8.01,28,2421101158,375,0,7130,7130,1026,342,True,3204,57228
er,800,3249,3,8.0,8.1225,29,3658503922,389,0,7906,7906,1090,362,True,3249,59050
er,800,3108,3,8.0,7.77,30,1207212610,396,0,6500,6500,989,325,True,3108,54174
er,800,3166,3,8.0,7.915,31,353845671,400,0,11344,11344,1039,328,True,3166,55452
er,800,3169,3,8.0,7.9225,32,3719415880,394,0,5075,5075,1048,338,True,3169,56476
er,800,3276,3,8.0,8.19,33,3952736249,421,0,5222,5222,1153,345,True,3276,60262
er,800,3223,3,8.0,8.0575,34,1299721270,410,0,6875,6875,1108,362,True,3223,57852
er,800,3171,3,8.0,7.9275,35,845384973,393,0,6050,6050,1051,357,True,3171,56186
er,800,3144,3,8.0,7.86,36,3296610595,375,0,4718,4718,1050,372,True,3144,55664
er,800,3231,3,8.0,8.0775,37,3264292495,401,0,7673,7673,1078,341,True,3231,58228
er,800,3243,3,8.0,8.1075,38,4130745192,446,0,8141,8141,1150,352,True,3243,58776
er,800,3233,3,8.0,8.0825,39,3655873366,381,0,5804,5804,1067,388,True,3233,59170
ba,100,384,3,8.0,7.68,0,3856782074,46,0,623,623,118,39,True,384,8580
ba,100,384,3,8.0,7.68,1,4108230848,48,0,560,560,141,40,True,384,8670
ba,100,384,3,8.0,7.68,2,3624201792,44,0,338,338,132,44,True,384,9702
ba,100,384,3,8.0,7.68,3,899936154,39,0,697,697,115,50,True,384,8718
ba,100,384,3,8.0,7.68,4,412090155,46,0,667,667,126,48,True,384,8876
ba,100,384,3,8.0,7.68,5,1440641647,48,0,382,382,136,53,True,384,8574
ba,100,384,3,8.0,7.68,6,4167360654,49,0,340,340,132,45,True,384,8722
ba,100,384,3,8.0,7.68,7,1376795991,43,0,476,476,119,46,True,384,8926
ba,100,384,3,8.0,7.68,8,72107742,47,0,724,724,119,41,True,384,9922
ba,100,384,3,8.0,7.68,9,1549724118,48,0,352,352,123,47,True,384,9104
ba,100,384,3,8.0,7.68,10,3961727734,39,0,277,277,127,51,True,384,9370
ba,100,384,3,8.0,7.68,11,381258391,42,0,398,398,120,48,True,384,8736
ba,100,384,3,8.0,7.68,12,1128756612,51,0,341,341,131,40,True,384,8968
ba,100,384,3,8.0,7.68,13,3046205988,52,0,436,436,136,51,True,384,8738
ba,100,384,3,8.0,7.68,14,1853761255,50,0,544,544,134,50,True,384,8498
ba,100,384,3,8.0,7.68,15,1521582661,46,0,391,391,143,44,True,384,9510
ba,100,384,3,8.0,7.68,16,3464405441,49,0,683,683,125,51,True,384,9518
ba,100,384,3,8.0,7.68,17,2849708222,39,0,389,389,115,46,True,384,9390
ba,100,384,3,8.0,7.68,18,1366560672,55,0,700,700,133,42,True,384,9082
ba,100,384,3,8.0,7.68,19,2207322343,52,0,718,718,127,41,True,384,8874
ba,100,384,3,8.0,7.68,20,2974175887,50,0,406,406,118,42,True,384,8820
ba,100,384,3,8.0,7.68,21,762657481,49,0,435,435,142,50,True,384,8778
ba,100,384,3,8.0,7.68,22,1153983662,56,0,797,797,130,40,True,384,9016
ba,100,384,3,8.0,7.68,23,2759981739,52,0,472,472,126,44,True,384,9502
ba,100,384,3,8.0,7.68,24,1442245674,41,0,508,508,105,47,True,384,9750
ba,100,384,3,8.0,7.68,25,536855963,52,0,365,365,139,41,True,384,8614
ba,100,384,3,8.0,7.68,26,1436930672,55,0,733,733,127,45,True,384,8884
ba,100,384,3,8.0,7.68,27,3279733132,45,0,289,289,122,48,True,384,8956
ba,100,384,3,8.0,7.68,28,3018089069,43,0,404,404,133,49,True,384,9306
ba,100,384,3,8.0,7.68,29,3655234012,49,0,872,872,144,48,True,384,8784
ba,100,384,3,8.0,7.68,30,3498826653,49,0,498,498,135,45,True,384,9806
ba,100,384,3,8.0,7.68,31,1608058569,40,0,322,322,128,53,True,384,8864
ba,100,384,3,8.0,7.68,32,3703588249,38,0,383,383,121,53,True,384,9794
ba,100,384,3,8.0,7.68,33,3311252637,43,0,631,631,119,43,True,384,8792
ba,100,384,3,8.0,7.68,34,587613304,53,0,540,540,122,50,True,384,8678
ba,100,384,3,8.0,7.68,35,3858954620,47,0,362,362,126,43,True,384,8892
ba,100,384,3,8.0,7.68,36,377347663,47,0,462,462,135,44,True,384,9598
ba,100,384,3,8.0,7.68,37,2963524077,48,0,348,348,127,50,True,384,8968
ba,100,384,3,8.0,7.68,38,1144314458,43,0,396,396,131,43,True,384,8960
ba,100,384,3,8.0,7.68,39,3025146270,45,0,400,400,122,55,True,384,8828
ba,200,784,3,8.0,7.84,0,531102293,91,0,1530,1530,259,92,True,784,22888
ba,200,784,3,8.0,7.84,1,2922722180,88,0,938,938,255,94,True,784,21240
ba,200,784,3,8.0,7.84,2,1154171495,95,0,1930,1930,253,92,True,784,19952
ba,200,784,3,8.0,7.84,3,1571403641,95,0,1282,1282,282,100,True,784,21006
ba,200,784,3,8.0,7.84,4,3519523472,102,0,1198,1198,267,94,True,784,21952
ba,200,784,3,8.0,7.84,5,2081927183,100,0,689,689,276,106,True,784,21506
ba,200,784,3,8.0,7.84,6,3616010756,82,0,1867,1867,244,92,True,784,20912
ba,200,784,3,8.0,7.84,7,3238095029,92,0,971,971,259,98,True,784,20762
ba,200,784,3,8.0,7.84,8,617621611,103,0,1754,1754,267,91,True,784,21900
ba,200,784,3,8.0,7.84,9,3649907461,95,0,1473,1473,278,99,True,784,21340
ba,200,784,3,8.0,7.84,10,478022515,101,0,730,730,276,95,True,784,20420
ba,200,784,3,8.0,7.84,11,2642382464,95,0,1164,1164,264,95,True,784,20320
ba,200,784,3,8.0,7.84,12,3552303479,88,0,988,988,249,96,True,784,21258
ba,200,784,3,8.0,7.84,13,3829601493,90,0,1711,1711,257,100,True,784,21204
ba,200,784,3,8.0,7.84,14,2362476864,94,0,697,697,264,97,True,784,22814
ba,200,784,3,8.0,7.84,15,3320453241,91,0,770,770,251,104,True,784,20462
ba,200,784,3,8.0,7.84,16,372706777,94,0,1214,1214,250,94,True,784,21250
ba,200,784,3,8.0,7.84,17,3665615722,93,0,880,880,265,86,True,784,21002
ba,200,784,3,8.0,7.84,18,628544579,81,0,2192,2192,254,105,True,784,21034
ba,200,784,3,8.0,7.84,19,3766243177,84,0,766,766,259,103,True,784,21710
ba,200,784,3,8.0,7.84,20,1418412587,106,0,1100,1100,271,92,True,784,21296
ba,200,784,3,8.0,7.84,21,1403395874,101,0,1745,1745,266,82,True,784,19828
ba,200,784,3,8.0,7.84,22,3618692487,100,0,1074,1074,274,95,True,784,22088
ba,200,784,3,8.0,7.84,23,211305803,104,0,2405,2405,252,87,True,784,23080
ba,200,784,3,8.0,7.84,24,1252948291,71,0,755,755,233,106,True,784,21890
ba,200,784,3,8.0,7.84,25,2824572860,116,0,1810,1810,277,88,True,784,19986
ba,200,784,3,8.0,7.84,26,3316774981,110,0,1501,1501,283,82,True,784,21516
ba,200,784,3,8.0,7.84,27,237910999,89,0,1126,1126,238,93,True,784,20658
ba,200,784,3,8.0,7.84,28,3987367772,98,0,888,888,270,91,True,784,19900
ba,200,784,3,8.0,7.84,29,1533480556,103,0,1005,1005,257,86,True,784,21852
ba,200,784,3,8.0,7.84,30,2285840922,98,0,1248,1248,287,103,True,784,20930
ba,200,784,3,8.0,7.84,31,3852227031,98,0,1115,1115,263,99,True,784,20812
ba,200,784,3,8.0,7.84,32,3165065207,112,0,1730,1730,268,77,True,784,20832
ba,200,784,3,8.0,7.84,33,3117734863,104,0,1152,1152,262,95,True,784,21170
ba,200,784,3,8.0,7.84,34,3034130326,90,0,904,904,260,88,True,784,22652
ba,200,784,3,8.0,7.84,35,3605648255,106,0,1316,1316,273,87,True,784,23116
ba,200,784,3,8.0,7.84,36,1787983472,107,0,1225,1225,268,87,True,784,19632
ba,200,784,3,8.0,7.84,37,3467453760,94,0,1177,1177,255,89,True,784,23130
ba,200,784,3,8.0,7.84,38,16631664,102,0,1178,1178,266,96,True,784,23148
ba,200,784,3,8.0,7.84,39,152541,87,0,1060,1060,251,94,True,784,20128
ba,400,1584,3,8.0,7.92,0,2793349530,199,0,3865,3865,534,185,True,1584,50798
ba,400,1584,3,8.0,7.92,1,1111861430,182,0,2359,2359,519,185,True,1584,49186
ba,400,1584,3,8.0,7.92,2,2503637596,183,0,3374,3374,520,191,True,1584,48680
ba,400,1584,3,8.0,7.92,3,391317512,200,0,3666,3666,525,170,True,1584,48448
ba,400,1584,3,8.0,7.92,4,720520788,190,0,3450,3450,507,182,True,1584,50670
ba,400,1584,3,8.0,7.92,5,1788005309,204,0,2124,2124,544,206,True,1584,47096
ba,400,1584,3,8.0,7.92,6,3642501800,193,0,2208,2208,527,193,True,1584,47792
ba,400,1584,3,8.0,7.92,7,2475516956,175,0,2967,2967,501,211,True,1584,47590
ba,400,1584,3,8.0,7.92,8,3568314333,211,0,2760,2760,521,182,True,1584,46610
ba,400,1584,3,8.0,7.92,9,1539540293,185,0,2649,2649,536,203,True,1584,47594
ba,400,1584,3,8.0,7.92,10,2883000236,179,0,2607,2607,493,177,True,1584,46924
ba,400,1584,3,8.0,7.92,11,3529362324,173,0,2196,2196,511,209,True,1584,49892
ba,400,1584,3,8.0,7.92,12,3058146998,206,0,2329,2329,565,178,True,1584,50714
ba,400,1584,3,8.0,7.92,13,3351863477,185,0,2524,2524,538,201,True,1584,48712
ba,400,1584,3,8.0,7.92,14,167514238,201,0,3014,3014,520,194,True,1584,49088
ba,400,1584,3,8.0,7.92,15,3774939884,212,0,2999,2999,559,193,True,1584,46164
ba,400,1584,3,8.0,7.92,16,3202591815,212,0,4807,4807,558,187,True,1584,50624
ba,400,1584,3,8.0,7.92,17,3151071389,212,0,3207,3207,550,183,True,1584,50410
ba,400,1584,3,8.0,7.92,18,2667582667,193,0,2755,2755,538,197,True,1584,46280
ba,400,1584,3,8.0,7.92,19,4173984058,187,0,2812,2812,544,208,True,1584,46660
ba,400,1584,3,8.0,7.92,20,4003367104,190,0,1826,1826,516,174,True,1584,48024
ba,400,1584,3,8.0,7.92,21,3029025797,174,0,3135,3135,511,191,True,1584,46318
ba,400,1584,3,8.0,7.92,22,3842911955,195,0,2145,2145,543,178,True,1584,48632
ba,400,1584,3,8.0,7.92,23,2566207149,192,0,4819,4819,514,183,True,1584,50292
ba,400,1584,3,8.0,7.92,24,2601125389,203,0,3405,3405,541,174,True,1584,46532
ba,400,1584,3,8.0,7.92,25,1436965632,191,0,1793,1793,517,191,True,1584,47380
ba,400,1584,3,8.0,7.92,26,116827192,210,0,2103,2103,554,189,True,1584,49584
ba,400,1584,3,8.0,7.92,27,3963297200,190,0,3533,3533,526,190,True,1584,46128
ba,400,1584,3,8.0,7.92,28,2321919213,193,0,3160,3160,546,195,True,1584,48694
ba,400,1584,3,8.0,7.92,29,3517935578,183,0,2777,2777,509,194,True,1584,47782
ba,400,1584,3,8.0,7.92,30,102081878,201,0,3072,3072,529,187,True,1584,46844
ba,400,1584,3,8.0,7.92,31,3413929006,189,0,2690,2690,530,192,True,1584,49738
ba,400,1584,3,8.0,7.92,32,1549036619,197,0,2965,2965,536,181,True,1584,46338
ba,400,1584,3,8.0,7.92,33,724212899,185,0,2624,2624,508,189,True,1584,46922
ba,400,1584,3,8.0,7.92,34,2227628394,192,0,2173,2173,534,195,True,1584,48948
ba,400,1584,3,8.0,7.92,35,2056246595,188,0,3126,3126,523,169,True,1584,45840
ba,400,1584,3,8.0,7.92,36,1133294840,208,0,2490,2490,542,168,True,1584,44570
ba,400,1584,3,8.0,7.92,37,2279624899,190,0,2211,2211,506,163,True,1584,50962
ba,400,1584,3,8.0,7.92,38,425211176,195,0,3281,3281,543,193,True,1584,45256
ba,400,1584,3,8.0,7.92,39,3490572708,191,0,4117,4117,517,186,True,1584,47278
ba,800,3184,3,8.0,7.96,0,893171914,418,0,6130,6130,1078,352,True,3184,107134
ba,800,3184,3,8.0,7.96,1,1608176706,376,0,5817,5817,1071,396,True,3184,103152
ba,800,3184,3,8.0,7.96,2,512005729,375,0,7741,7741,1039,372,True,3184,107006
ba,800,3184,3,8.0,7.96,3,3780641288,377,0,5258,5258,1017,375,True,3184,108484
ba,800,3184,3,8.0,7.96,4,292194873,381,0,5104,5104,1016,386,True,3184,106052
ba,800,3184,3,8.0,7.96,5,1891440125,414,0,8173,8173,1070,356,True,3184,109468
ba,800,3184,3,8.0,7.96,6,3642172592,403,0,6708,6708,1065,383,True,3184,106190
ba,800,3184,3,8.0,7.96,7,892232938,343,0,5235,5235,994,368,True,3184,107126
ba,800,3184,3,8.0,7.96,8,1012211261,384,0,4930,4930,1067,376,True,3184,106782
ba,800,3184,3,8.0,7.96,9,4154135890,403,0,5955,5955,1053,393,True,3184,105256
ba,800,3184,3,8.0,7.96,10,875154781,402,0,9820,9820,1076,380,True,3184,107162
ba,800,3184,3,8.0,7.96,11,1164048597,375,0,8023,8023,1051,380,True,3184,110992
ba,800,3184,3,8.0,7.96,12,2169103397,398,0,6954,6954,1044,363,True,3184,107734
ba,800,3184,3,8.0,7.96,13,486728041,361,0,5127,5127,1013,373,True,3184,102252
ba,800,3184,3,8.0,7.96,14,1797018124,409,0,7407,7407,1081,357,True,3184,112786
ba,800,3184,3,8.0,7.96,15,3110292468,394,0,6237,6237,1100,390,True,3184,113166
ba,800,3184,3,8.0,7.96,16,1921811902,379,0,5852,5852,1048,370,True,3184,107340
ba,800,3184,3,8.0,7.96,17,960155537,383,0,5368,5368,1041,358,True,3184,112028
ba,800,3184,3,8.0,7.96,18,1640615239,394,0,5909,5909,1042,373,True,3184,106612
ba,800,3184,3,8.0,7.96,19,1304551508,382,0,6736,6736,1033,378,True,3184,100740
ba,800,3184,3,8.0,7.96,20,4102347655,395,0,4447,4447,1052,377,True,3184,104052
ba,800,3184,3,8.0,7.96,21,2751516435,404,0,5920,5920,1110,380,True,3184,110402
ba,800,3184,3,8.0,7.96,22,3453830453,355,0,7074,7074,1037,375,True,3184,102776
ba,800,3184,3,8.0,7.96,23,3253183792,405,0,8575,8575,1069,363,True,3184,112784
ba,800,3184,3,8.0,7.96,24,1216110046,362,0,5408,5408,1004,396,True,3184,105588
ba,800,3184,3,8.0,7.96,25,1738473884,399,0,8174,8174,1078,380,True,3184,107252
ba,800,3184,3,8.0,7.96,26,4000481286,381,0,5228,5228,1042,365,True,3184,105974
ba,800,3184,3,8.0,7.96,27,1766130204,354,0,5323,5323,997,379,True,3184,106192
ba,800,3184,3,8.0,7.96,28,635476723,355,0,6273,6273,995,378,True,3184,103466
ba,800,3184,3,8.0,7.96,29,3133899460,435,0,5780,5780,1086,353,True,3184,109530
ba,800,3184,3,8.0,7.96,30,1472543337,374,0,6026,6026,1031,351,True,3184,102858
ba,800,3184,3,8.0,7.96,31,2648018178,407,0,8372,8372,1086,377,True,3184,102626
ba,800,3184,3,8.0,7.96,32,775092650,404,0,8913,8913,1078,342,True,3184,100906
ba,800,3184,3,8.0,7.96,33,3159242080,373,0,7956,7956,1044,391,True,3184,102912
ba,800,3184,3,8.0,7.96,34,3817196038,364,0,5919,5919,1068,387,True,3184,112090
ba,800,3184,3,8.0,7.96,35,958342836,382,0,6209,6209,1038,369,True,3184,109816
ba,800,3184,3,8.0,7.96,36,3191701530,385,0,4189,4189,1046,377,True,3184,113120
ba,800,3184,3,8.0,7.96,37,1735418861,385,0,5243,5243,1064,383,True,3184,101878
ba,800,3184,3,8.0,7.96,38,2451491603,386,0,7093,7093,1080,400,True,3184,102554
ba,800,3184,3,8.0,7.96,39,1773890095,422,0,7396,7396,1100,361,True,3184,109302
ws,100,400,3,8.0,8.0,0,2052121499,42,0,441,441,144,65,True,400,6474
ws,100,400,3,8.0,8.0,1,3542350302,38,0,867,867,133,76,True,400,6458
ws,100,400,3,8.0,8.0,2,1777608996,44,0,383,383,139,69,True,400,6484
ws,100,400,3,8.0,8.0,3,421375304,38,0,253,253,133,66,True,400,6486
ws,100,400,3,8.0,8.0,4,2263497210,46,0,852,852,127,63,True,400,6472
ws,100,400,3,8.0,8.0,5,1430336612,34,0,319,319,129,71,True,400,6490
ws,100,400,3,8.0,8.0,6,3242003431,32,0,407,407,122,66,True,400,6460
ws,100,400,3,8.0,8.0,7,72100923,37,0,476,476,131,65,True,400,6476
ws,100,400,3,8.0,8.0,8,1001682831,44,0,362,362,151,61,True,400,6484
ws,100,400,3,8.0,8.0,9,2462511002,39,0,503,503,131,68,True,400,6458
ws,100,400,3,8.0,8.0,10,35199504,38,0,552,552,129,69,True,400,6460
ws,100,400,3,8.0,8.0,11,3906432521,41,0,439,439,128,62,True,400,6478
ws,100,400,3,8.0,8.0,12,1673508508,38,0,310,310,132,66,True,400,6484
ws,100,400,3,8.0,8.0,13,3652734446,39,0,386,386,152,69,True,400,6478
ws,100,400,3,8.0,8.0,14,2134219040,46,0,704,704,131,62,True,400,6450
ws,100,400,3,8.0,8.0,15,1541410584,39,0,313,313,133,65,True,400,6476
ws,100,400,3,8.0,8.0,16,4248633450,52,0,509,509,147,61,True,400,6484
ws,100,400,3,8.0,8.0,17,284016380,46,0,569,569,133,59,True,400,6484
ws,100,400,3,8.0,8.0,18,2953937905,34,0,578,578,124,68,True,400,6460
ws,100,400,3,8.0,8.0,19,626070903,49,0,374,374,137,68,True,400,6452
ws,100,400,3,8.0,8.0,20,323582548,39,0,418,418,124,65,True,400,6484
ws,100,400,3,8.0,8.0,21,2102064618,41,0,407,407,135,66,True,400,6462
ws,100,400,3,8.0,8.0,22,1506420420,49,0,604,604,141,66,True,400,6498
ws,100,400,3,8.0,8.0,23,1650854636,42,0,368,368,133,68,True,400,6446
ws,100,400,3,8.0,8.0,24,2069302454,35,0,298,298,127,68,True,400,6472
ws,100,400,3,8.0,8.0,25,4153483873,46,0,319,319,139,58,True,400,6492
ws,100,400,3,8.0,8.0,26,1799251327,42,0,460,460,135,62,True,400,6472
ws,100,400,3,8.0,8.0,27,3940998050,39,0,425,425,117,61,True,400,6508
ws,100,400,3,8.0,8.0,28,1555177756,45,0,380,380,158,70,True,400,6458
ws,100,400,3,8.0,8.0,29,986173685,35,0,591,591,135,72,True,400,6462
ws,100,400,3,8.0,8.0,30,4042961835,41,0,340,340,138,68,True,400,6464
ws,100,400,3,8.0,8.0,31,3627686046,35,0,313,313,119,68,True,400,6478
ws,100,400,3,8.0,8.0,32,1559575056,37,0,683,683,124,67,True,400,6486
ws,100,400,3,8.0,8.0,33,511778549,41,0,347,347,136,68,True,400,6466
ws,100,400,3,8.0,8.0,34,2041151647,39,0,323,323,142,66,True,400,6484
ws,100,400,3,8.0,8.0,35,3458495346,32,0,218,218,122,68,True,400,6462
ws,100,400,3,8.0,8.0,36,1901564469,44,0,551,551,135,64,True,400,6480
ws,100,400,3,8.0,8.0,37,2800473397,39,0,897,897,137,66,True,400,6470
ws,100,400,3,8.0,8.0,38,458797670,34,0,849,849,124,66,True,400,6476
ws,100,400,3,8.0,8.0,39,3425845228,43,0,748,748,129,70,True,400,6466
ws,200,800,3,8.0,8.0,0,432032057,102,0,1322,1322,285,131,True,800,12946
ws,200,800,3,8.0,8.0,1,177737218,92,0,1664,1664,262,130,True,800,12964
ws,200,800,3,8.0,8.0,2,3720611345,80,0,967,967,262,133,True,800,12952
ws,200,800,3,8.0,8.0,3,3844789041,80,0,1294,1294,270,141,True,800,12956
ws,200,800,3,8.0,8.0,4,4049542983,87,0,1185,1185,273,126,True,800,12926
ws,200,800,3,8.0,8.0,5,2795835338,78,0,1205,1205,265,133,True,800,12980
ws,200,800,3,8.0,8.0,6,475170341,90,0,844,844,283,123,True,800,12966
ws,200,800,3,8.0,8.0,7,2232785480,77,0,1859,1859,262,132,True,800,12948
ws,200,800,3,8.0,8.0,8,3076633967,70,0,796,796,250,132,True,800,13004
ws,200,800,3,8.0,8.0,9,2720576865,81,0,1451,1451,262,129,True,800,12980
ws,200,800,3,8.0,8.0,10,3712277862,91,0,1171,1171,278,133,True,800,12990
ws,200,800,3,8.0,8.0,11,433778552,77,0,895,895,274,141,True,800,12944
ws,200,800,3,8.0,8.0,12,3151205958,87,0,1393,1393,282,131,True,800,12930
ws,200,800,3,8.0,8.0,13,1059721665,95,0,1100,1100,279,125,True,800,12940
ws,200,800,3,8.0,8.0,14,2598924979,76,0,1463,1463,255,126,True,800,12952
ws,200,800,3,8.0,8.0,15,1327316581,72,0,1064,1064,239,126,True,800,12962
ws,200,800,3,8.0,8.0,16,2039764109,89,0,1430,1430,282,125,True,800,12990
ws,200,800,3,8.0,8.0,17,4080314015,72,0,1304,1304,240,133,True,800,12974
ws,200,800,3,8.0,8.0,18,2451656525,81,0,1625,1625,253,131,True,800,12936
ws,200,800,3,8.0,8.0,19,3102725493,72,0,1193,1193,241,128,True,800,12964
ws,200,800,3,8.0,8.0,20,1713172907,87,0,1050,1050,254,128,True,800,12988
ws,200,800,3,8.0,8.0,21,3890642889,80,0,941,941,269,138,True,800,12952
ws,200,800,3,8.0,8.0,22,3734266046,78,0,1344,1344,269,129,True,800,12952
ws,200,800,3,8.0,8.0,23,1275776420,80,0,897,897,265,128,True,800,12966
ws,200,800,3,8.0,8.0,24,3147136289,81,0,1255,1255,260,123,True,800,12938
ws,200,800,3,8.0,8.0,25,2826016505,90,0,1423,1423,277,132,True,800,12938
ws,200,800,3,8.0,8.0,26,3498109791,89,0,2349,2349,277,136,True,800,12932
ws,200,800,3,8.0,8.0,27,390252226,79,0,1758,1758,260,135,True,800,12976
ws,200,800,3,8.0,8.0,28,1581992296,86,0,995,995,273,123,True,800,12928
ws,200,800,3,8.0,8.0,29,2238008083,67,0,1457,1457,264,141,True,800,12944
ws,200,800,3,8.0,8.0,30,1453328586,86,0,1083,1083,266,128,True,800,12958
ws,200,800,3,8.0,8.0,31,3403211076,70,0,1292,1292,251,132,True,800,12986
ws,200,800,3,8.0,8.0,32,3676907638,89,0,1109,1109,279,137,True,800,12926
ws,200,800,3,8.0,8.0,33,897840879,79,0,1272,1272,251,134,True,800,12928
ws,200,800,3,8.0,8.0,34,2171965519,74,0,1781,1781,262,137,True,800,12952
ws,200,800,3,8.0,8.0,35,915687103,95,0,1798,1798,283,135,True,800,12920
ws,200,800,3,8.0,8.0,36,2493813651,76,0,1032,1032,262,135,True,800,12964
ws,200,800,3,8.0,8.0,37,2477648615,88,0,1369,1369,279,123,True,800,12988
ws,200,800,3,8.0,8.0,38,1018097484,65,0,1188,1188,243,138,True,800,12962
ws,200,800,3,8.0,8.0,39,989280245,89,0,1190,1190,269,125,True,800,12972
ws,400,1600,3,8.0,8.0,0,692718892,162,0,2380,2380,538,271,True,1600,25926
ws,400,1600,3,8.0,8.0,1,507861213,156,0,2540,2540,522,263,True,1600,25862
ws,400,1600,3,8.0,8.0,2,756325713,177,0,2626,2626,551,247,True,1600,25918
ws,400,1600,3,8.0,8.0,3,2201185779,166,0,2810,2810,533,257,True,1600,25926
ws,400,1600,3,8.0,8.0,4,1395348568,187,0,3087,3087,535,254,True,1600,25898
ws,400,1600,3,8.0,8.0,5,704188713,155,0,2481,2481,516,265,True,1600,25946
ws,400,1600,3,8.0,8.0,6,2250810191,150,0,3042,3042,524,283,True,1600,25908
ws,400,1600,3,8.0,8.0,7,3430315842,155,0,2107,2107,523,275,True,1600,25884
ws,400,1600,3,8.0,8.0,8,3036626039,171,0,2418,2418,551,268,True,1600,25826
ws,400,1600,3,8.0,8.0,9,3785535003,172,0,2547,2547,582,276,True,1600,25896
ws,400,1600,3,8.0,8.0,10,961705110,162,0,2405,2405,523,265,True,1600,25912
ws,400,1600,3,8.0,8.0,11,3084917668,155,0,2250,2250,524,263,True,1600,25966
ws,400,1600,3,8.0,8.0,12,4101323961,174,0,2537,2537,524,263,True,1600,25922
ws,400,1600,3,8.0,8.0,13,3057476678,180,0,1952,1952,562,265,True,1600,25922
ws,400,1600,3,8.0,8.0,14,3895285261,156,0,2722,2722,514,268,True,1600,25934
ws,400,1600,3,8.0,8.0,15,3982383433,156,0,2277,2277,524,263,True,1600,26022
ws,400,1600,3,8.0,8.0,16,2963780581,166,0,2364,2364,524,263,True,1600,25898
ws,400,1600,3,8.0,8.0,17,2647650548,154,0,2567,2567,536,278,True,1600,25908
ws,400,1600,3,8.0,8.0,18,412445147,156,0,4586,4586,526,271,True,1600,25936
ws,400,1600,3,8.0,8.0,19,1377773194,184,0,2863,2863,546,255,True,1600,25894
ws,400,1600,3,8.0,8.0,20,2136106641,162,0,2048,2048,519,267,True,1600,25922
ws,400,1600,3,8.0,8.0,21,336809088,176,0,3328,3328,544,269,True,1600,25898
ws,400,1600,3,8.0,8.0,22,252199008,157,0,2371,2371,528,266,True,1600,25870
ws,400,1600,3,8.0,8.0,23,223701122,160,0,2838,2838,541,274,True,1600,25882
ws,400,1600,3,8.0,8.0,24,3013185163,165,0,2591,2591,532,258,True,1600,25902
ws,400,1600,3,8.0,8.0,25,3139983403,163,0,1799,1799,531,259,True,1600,25914
ws,400,1600,3,8.0,8.0,26,4017324055,162,0,2476,2476,526,265,True,1600,25922
ws,400,1600,3,8.0,8.0,27,3956843729,148,0,2528,2528,518,268,True,1600,25918
ws,400,1600,3,8.0,8.0,28,3552239145,154,0,2143,2143,553,268,True,1600,25924
ws,400,1600,3,8.0,8.0,29,3513282071,178,0,2292,2292,590,275,True,1600,25900
ws,400,1600,3,8.0,8.0,30,2923699272,170,0,3562,3562,520,259,True,1600,25896
ws,400,1600,3,8.0,8.0,31,4275562240,174,0,2853,2853,533,267,True,1600,25882
ws,400,1600,3,8.0,8.0,32,3397502745,176,0,2938,2938,536,261,True,1600,25870
ws,400,1600,3,8.0,8.0,33,2382744770,158,0,2557,2557,491,245,True,1600,25948
ws,400,1600,3,8.0,8.0,34,4110309053,191,0,2476,2476,591,250,True,1600,25936
ws,400,1600,3,8.0,8.0,35,1491226809,166,0,2301,2301,530,267,True,1600,25854
ws,400,1600,3,8.0,8.0,36,3294658503,170,0,2682,2682,528,265,True,1600,25898
ws,400,1600,3,8.0,8.0,37,3388070236,181,0,2108,2108,539,252,True,1600,25944
ws,400,1600,3,8.0,8.0,38,1337458506,160,0,2101,2101,538,272,True,1600,25818
ws,400,1600,3,8.0,8.0,39,844059083,160,0,1872,1872,502,271,True,1600,25932
ws,800,3200,3,8.0,8.0,0,4286142047,353,0,6960,6960,1068,511,True,3200,51778
ws,800,3200,3,8.0,8.0,1,2687282536,322,0,4217,4217,1089,532,True,3200,51836
ws,800,3200,3,8.0,8.0,2,4175727415,317,0,6982,6982,1021,510,True,3200,51804
ws,800,3200,3,8.0,8.0,3,3533204148,303,0,5050,5050,1039,554,True,3200,51828
ws,800,3200,3,8.0,8.0,4,468188390,343,0,7261,7261,1101,521,True,3200,51818
ws,800,3200,3,8.0,8.0,5,839296698,323,0,7400,7400,1051,524,True,3200,51808
ws,800,3200,3,8.0,8.0,6,3280543888,319,0,5850,5850,1041,514,True,3200,51802
ws,800,3200,3,8.0,8.0,7,1187749879,347,0,4691,4691,1059,515,True,3200,51858
ws,800,3200,3,8.0,8.0,8,3091628174,314,0,6195,6195,1029,536,True,3200,51792
