family,n,m,k_colors,average_degree,realized_average_degree,trial,seed,recolor_steps,sweeps,node_evaluations,activation_count,initial_potential,final_potential,converged,edge_bound,degree_square_sum
er,800,1523,4,4.0,3.8075,12,2645623345,273,0,3681,3681,373,9,True,1523,14290
er,800,1623,4,4.0,4.0575,13,666066118,298,0,4558,4558,414,14,True,1623,16398
er,800,1576,4,4.0,3.94,14,2981015206,260,0,3485,3485,366,21,True,1576,15760
er,800,1571,4,4.0,3.9275,15,3184849305,266,0,2919,2919,389,21,True,1571,15414
er,800,1532,4,4.0,3.83,16,1959562394,263,0,3782,3782,366,18,True,1532,15068
er,800,1600,4,4.0,4.0,17,2455175785,278,0,4600,4600,397,20,True,1600,15992
er,800,1617,4,4.0,4.0425,18,3806322444,324,0,6233,6233,443,15,True,1617,16298
er,800,1625,4,4.0,4.0625,19,2213682749,277,0,4878,4878,401,19,True,1625,16206
er,800,1610,4,4.0,4.025,20,1616133596,293,0,3183,3183,413,17,True,1610,16320
er,800,1579,4,4.0,3.9475,21,1301193499,281,0,7382,7382,403,18,True,1579,15608
er,800,1541,4,4.0,3.8525,22,2022047368,274,0,4034,4034,392,14,True,1541,15056
er,800,1604,4,4.0,4.01,23,1014028153,286,0,3906,3906,398,12,True,1604,15942
er,800,1559,4,4.0,3.8975,24,3788583455,269,0,3467,3467,370,15,True,1559,15302
er,800,1602,4,4.0,4.005,25,3279388106,292,0,4305,4305,401,15,True,1602,16036
er,800,1557,4,4.0,3.8925,26,1269209946,273,0,4234,4234,400,13,True,1557,14972
er,800,1641,4,4.0,4.1025,27,2108543934,300,0,3795,3795,438,20,True,1641,16516
er,800,1633,4,4.0,4.0825,28,4170150342,269,0,3940,3940,398,18,True,1633,16542
er,800,1603,4,4.0,4.0075,29,3072842610,296,0,6251,6251,394,16,True,1603,16094
er,800,1584,4,4.0,3.96,30,4261101535,280,0,4061,4061,415,21,True,1584,15536
er,800,1563,4,4.0,3.9075,31,3664589532,266,0,3897,3897,396,14,True,1563,15568
er,800,1630,4,4.0,4.075,32,4291006235,296,0,4745,4745,416,20,True,1630,16536
er,800,1604,4,4.0,4.01,33,3451767260,272,0,4552,4552,384,16,True,1604,16302
er,800,1534,4,4.0,3.835,34,740065817,254,0,4224,4224,379,15,True,1534,14648
er,800,1601,4,4.0,4.0025,35,4141963204,265,0,4609,4609,374,13,True,1601,16210
er,800,1617,4,4.0,4.0425,36,3363372101,284,0,4380,4380,391,17,True,1617,16122
er,800,1606,4,4.0,4.015,37,301494879,282,0,4774,4774,401,19,True,1606,16350
er,800,1642,4,4.0,4.105,38,4244153663,292,0,3436,3436,425,19,True,1642,16796
er,800,1670,4,4.0,4.175,39,3941415420,288,0,5177,5177,418,15,True,1670,16956
ba,100,196,4,4.0,3.92,0,3321476805,37,0,323,323,47,3,True,196,2802
ba,100,196,4,4.0,3.92,1,980973554,31,0,350,350,44,3,True,196,2668
ba,100,196,4,4.0,3.92,2,2818492033,43,0,383,383,63,2,True,196,2908
ba,100,196,4,4.0,3.92,3,4249451275,30,0,340,340,41,2,True,196,2532
ba,100,196,4,4.0,3.92,4,949239833,33,0,427,427,52,3,True,196,2744
ba,100,196,4,4.0,3.92,5,3506971454,36,0,326,326,55,4,True,196,2910
ba,100,196,4,4.0,3.92,6,3076678095,29,0,389,389,49,7,True,196,3190
ba,100,196,4,4.0,3.92,7,1643144458,33,0,316,316,44,3,True,196,2650
ba,100,196,4,4.0,3.92,8,782279782,33,0,364,364,50,2,True,196,2728
ba,100,196,4,4.0,3.92,9,1840460076,36,0,269,269,55,6,True,196,3060
ba,100,196,4,4.0,3.92,10,3060820082,39,0,314,314,52,4,True,196,3208
ba,100,196,4,4.0,3.92,11,1576803390,42,0,376,376,52,3,True,196,2566
ba,100,196,4,4.0,3.92,12,608946109,40,0,348,348,46,2,True,196,3030
ba,100,196,4,4.0,3.92,13,136670752,35,0,251,251,50,3,True,196,2752
ba,100,196,4,4.0,3.92,14,1823782070,37,0,257,257,45,0,True,196,2696
ba,100,196,4,4.0,3.92,15,3322583143,38,0,326,326,56,2,True,196,2918
ba,100,196,4,4.0,3.92,16,1267306253,39,0,517,517,57,1,True,196,2932
ba,100,196,4,4.0,3.92,17,1781002258,43,0,454,454,58,0,True,196,3372
ba,100,196,4,4.0,3.92,18,1194243653,33,0,416,416,51,3,True,196,3066
ba,100,196,4,4.0,3.92,19,2976031297,41,0,437,437,57,5,True,196,2708
ba,100,196,4,4.0,3.92,20,925274871,38,0,369,369,50,4,True,196,3022
ba,100,196,4,4.0,3.92,21,587695138,41,0,497,497,54,2,True,196,2686
ba,100,196,4,4.0,3.92,22,3003215356,39,0,290,290,58,4,True,196,2522
ba,100,196,4,4.0,3.92,23,1402892927,34,0,273,273,48,0,True,196,2730
ba,100,196,4,4.0,3.92,24,2738709265,26,0,322,322,30,2,True,196,2750
ba,100,196,4,4.0,3.92,25,4266067178,37,0,327,327,51,4,True,196,3148
ba,100,196,4,4.0,3.92,26,3956927783,41,0,581,581,57,1,True,196,2708
ba,100,196,4,4.0,3.92,27,3829365204,32,0,256,256,43,4,True,196,2648
ba,100,196,4,4.0,3.92,28,1169749897,33,0,505,505,44,4,True,196,2718
ba,100,196,4,4.0,3.92,29,1710393783,25,0,266,266,35,2,True,196,2806
ba,100,196,4,4.0,3.92,30,3258089384,33,0,442,442,52,3,True,196,2868
ba,100,196,4,4.0,3.92,31,1519690701,27,0,334,334,34,3,True,196,2702
ba,100,196,4,4.0,3.92,32,1263139951,37,0,301,301,57,1,True,196,2596
ba,100,196,4,4.0,3.92,33,1009420419,37,0,374,374,54,0,True,196,3068
ba,100,196,4,4.0,3.92,34,3079041587,41,0,412,412,52,0,True,196,2868
ba,100,196,4,4.0,3.92,35,2689403608,39,0,288,288,58,3,True,196,3346
ba,100,196,4,4.0,3.92,36,2442571387,40,0,336,336,55,5,True,196,3010
ba,100,196,4,4.0,3.92,37,2789865306,36,0,438,438,49,3,True,196,2586
ba,100,196,4,4.0,3.92,38,988619126,41,0,472,472,53,0,True,196,2700
ba,100,196,4,4.0,3.92,39,215692025,39,0,145,145,60,4,True,196,2580
ba,200,396,4,4.0,3.96,0,3281914671,69,0,1081,1081,91,4,True,396,6838
ba,200,396,4,4.0,3.96,1,2502026086,83,0,856,856,101,5,True,396,6154
ba,200,396,4,4.0,3.96,2,2345921247,72,0,928,928,88,4,True,396,7100
ba,200,396,4,4.0,3.96,3,133166096,72,0,874,874,91,4,True,396,6718
ba,200,396,4,4.0,3.96,4,3983881597,70,0,855,855,97,5,True,396,6298
ba,200,396,4,4.0,3.96,5,832779560,71,0,1126,1126,96,6,True,396,6850
ba,200,396,4,4.0,3.96,6,3385206756,82,0,1949,1949,114,7,True,396,6058
ba,200,396,4,4.0,3.96,7,2450751502,68,0,1259,1259,95,7,True,396,5844
ba,200,396,4,4.0,3.96,8,1376137415,76,0,564,564,103,3,True,396,5906
ba,200,396,4,4.0,3.96,9,278605803,74,0,799,799,100,6,True,396,6638
ba,200,396,4,4.0,3.96,10,3938757627,84,0,1156,1156,108,2,True,396,5942
ba,200,396,4,4.0,3.96,11,111824999,69,0,892,892,89,8,True,396,6268
ba,200,396,4,4.0,3.96,12,2838005421,70,0,875,875,95,8,True,396,7214
ba,200,396,4,4.0,3.96,13,2602833618,78,0,1053,1053,95,4,True,396,7904
ba,200,396,4,4.0,3.96,14,353211058,79,0,618,618,114,7,True,396,7388
ba,200,396,4,4.0,3.96,15,2710752354,68,0,914,914,98,5,True,396,6928
ba,200,396,4,4.0,3.96,16,2290010343,64,0,846,846,90,5,True,396,6622
ba,200,396,4,4.0,3.96,17,3331908526,84,0,789,789,115,5,True,396,6730
ba,200,396,4,4.0,3.96,18,876938713,68,0,581,581,98,4,True,396,6024
ba,200,396,4,4.0,3.96,19,2265478054,76,0,827,827,109,8,True,396,6230
ba,200,396,4,4.0,3.96,20,4230115966,75,0,668,668,101,8,True,396,7484
ba,200,396,4,4.0,3.96,21,58149567,66,0,984,984,86,8,True,396,6238
ba,200,396,4,4.0,3.96,22,1678728369,64,0,655,655,89,9,True,396,6404
ba,200,396,4,4.0,3.96,23,2847983266,88,0,823,823,115,3,True,396,6014
ba,200,396,4,4.0,3.96,24,2227954196,69,0,1197,1197,100,5,True,396,6046
ba,200,396,4,4.0,3.96,25,2468093028,72,0,662,662,98,4,True,396,5900
ba,200,396,4,4.0,3.96,26,2680182811,63,0,736,736,91,5,True,396,6330
ba,200,396,4,4.0,3.96,27,2586413969,61,0,1026,1026,87,5,True,396,6472
ba,200,396,4,4.0,3.96,28,1451110872,78,0,877,877,108,5,True,396,5972
ba,200,396,4,4.0,3.96,29,2585551750,71,0,843,843,97,6,True,396,6588
ba,200,396,4,4.0,3.96,30,3817927655,77,0,1411,1411,99,5,True,396,5770
ba,200,396,4,4.0,3.96,31,836618769,76,0,661,661,101,6,True,396,7240
ba,200,396,4,4.0,3.96,32,3210041782,80,0,1059,1059,99,4,True,396,6270
ba,200,396,4,4.0,3.96,33,88622388,90,0,691,691,116,2,True,396,7184
ba,200,396,4,4.0,3.96,34,568195995,62,0,675,675,96,8,True,396,6180
ba,200,396,4,4.0,3.96,35,1843862865,76,0,905,905,102,5,True,396,7722
ba,200,396,4,4.0,3.96,36,1439190690,88,0,1076,1076,116,6,True,396,7386
ba,200,396,4,4.0,3.96,37,3940002337,77,0,745,745,97,7,True,396,6906
ba,200,396,4,4.0,3.96,38,4238560005,69,0,1138,1138,97,3,True,396,7460
ba,200,396,4,4.0,3.96,39,1578365566,55,0,438,438,80,10,True,396,6938
ba,400,796,4,4.0,3.98,0,2966527192,146,0,1639,1639,194,9,True,796,13896
ba,400,796,4,4.0,3.98,1,2372552361,144,0,2136,2136,193,10,True,796,13322
ba,400,796,4,4.0,3.98,2,340661136,126,0,2363,2363,174,12,True,796,18658
ba,400,796,4,4.0,3.98,3,2724341008,156,0,1686,1686,196,13,True,796,17654
ba,400,796,4,4.0,3.98,4,1533011358,154,0,1522,1522,204,11,True,796,14928
ba,400,796,4,4.0,3.98,5,1066979742,150,0,2207,2207,214,11,True,796,14672
ba,400,796,4,4.0,3.98,6,3491253184,155,0,1968,1968,201,10,True,796,15516
ba,400,796,4,4.0,3.98,7,1695424243,138,0,2450,2450,190,12,True,796,13932
ba,400,796,4,4.0,3.98,8,2808280827,135,0,1703,1703,182,9,True,796,15748
ba,400,796,4,4.0,3.98,9,3517061396,155,0,1901,1901,209,11,True,796,12250
ba,400,796,4,4.0,3.98,10,2918684252,129,0,1527,1527,176,15,True,796,14268
ba,400,796,4,4.0,3.98,11,1282042167,143,0,2321,2321,189,11,True,796,14570
ba,400,796,4,4.0,3.98,12,874069479,143,0,1829,1829,199,13,True,796,18132
ba,400,796,4,4.0,3.98,13,1190933868,137,0,2834,2834,181,8,True,796,17834
ba,400,796,4,4.0,3.98,14,771946832,137,0,2422,2422,184,13,True,796,14894
ba,400,796,4,4.0,3.98,15,2886677646,158,0,1936,1936,210,11,True,796,16368
ba,400,796,4,4.0,3.98,16,1828215048,150,0,1581,1581,197,15,True,796,14116
ba,400,796,4,4.0,3.98,17,1476131627,137,0,1964,1964,189,11,True,796,15318
ba,400,796,4,4.0,3.98,18,1328479541,148,0,2488,2488,203,8,True,796,13970
ba,400,796,4,4.0,3.98,19,2255978676,136,0,2332,2332,179,12,True,796,15032
ba,400,796,4,4.0,3.98,20,1361647879,145,0,2102,2102,203,15,True,796,14796
ba,400,796,4,4.0,3.98,21,838780344,140,0,1176,1176,203,17,True,796,16472
ba,400,796,4,4.0,3.98,22,3827484707,154,0,2553,2553,203,12,True,796,13546
ba,400,796,4,4.0,3.98,23,2133201411,157,0,1348,1348,207,15,True,796,15626
ba,400,796,4,4.0,3.98,24,3819426600,141,0,1536,1536,194,12,True,796,15386
ba,400,796,4,4.0,3.98,25,1683288165,135,0,1511,1511,183,13,True,796,15072
ba,400,796,4,4.0,3.98,26,728035890,166,0,1884,1884,212,7,True,796,13518
ba,400,796,4,4.0,3.98,27,1878057771,151,0,1678,1678,204,11,True,796,13354
ba,400,796,4,4.0,3.98,28,3764555958,157,0,1687,1687,206,9,True,796,13092
ba,400,796,4,4.0,3.98,29,514842918,144,0,2967,2967,186,10,True,796,16372
ba,400,796,4,4.0,3.98,30,4246561006,154,0,1629,1629,207,10,True,796,13696
ba,400,796,4,4.0,3.98,31,59315628,133,0,2711,2711,182,10,True,796,14500
ba,400,796,4,4.0,3.98,32,1937364918,144,0,1646,1646,209,8,True,796,13986
ba,400,796,4,4.0,3.98,33,3512385327,146,0,2194,2194,195,12,True,796,14258
ba,400,796,4,4.0,3.98,34,2997908737,144,0,1857,1857,199,14,True,796,15592
ba,400,796,4,4.0,3.98,35,129233859,163,0,1839,1839,204,6,True,796,15388
ba,400,796,4,4.0,3.98,36,4026589984,151,0,2348,2348,216,11,True,796,17986
ba,400,796,4,4.0,3.98,37,2088500136,145,0,3356,3356,200,12,True,796,16146
ba,400,796,4,4.0,3.98,38,3120394870,125,0,2386,2386,173,10,True,796,16030
ba,400,796,4,4.0,3.98,39,2592217247,161,0,1612,1612,215,13,True,796,15742
ba,800,1596,4,4.0,3.99,0,1909138575,306,0,4274,4274,411,19,True,1596,34392
ba,800,1596,4,4.0,3.99,1,2538938083,282,0,3693,3693,376,18,True,1596,32246
ba,800,1596,4,4.0,3.99,2,1401976523,287,0,4403,4403,432,35,True,1596,35220
ba,800,1596,4,4.0,3.99,3,43997697,297,0,5787,5787,398,25,True,1596,37914
ba,800,1596,4,4.0,3.99,4,2360832434,300,0,3812,3812,410,22,True,1596,35194
ba,800,1596,4,4.0,3.99,5,2713198290,300,0,3625,3625,408,21,True,1596,35722
ba,800,1596,4,4.0,3.99,6,598032112,290,0,3999,3999,400,22,True,1596,32912
ba,800,1596,4,4.0,3.99,7,1302515876,281,0,3578,3578,367,19,True,1596,36026
ba,800,1596,4,4.0,3.99,8,3909423175,304,0,5505,5505,401,24,True,1596,37508
ba,800,1596,4,4.0,3.99,9,623046929,293,0,4335,4335,400,28,True,1596,36482
ba,800,1596,4,4.0,3.99,10,3890026459,283,0,4164,4164,388,28,True,1596,31390
ba,800,1596,4,4.0,3.99,11,566911387,290,0,5019,5019,406,24,True,1596,36202
ba,800,1596,4,4.0,3.99,12,2601218225,284,0,5340,5340,395,28,True,1596,33328
ba,800,1596,4,4.0,3.99,13,539051813,281,0,3944,3944,388,30,True,1596,34022
ba,800,1596,4,4.0,3.99,14,2416299771,291,0,3444,3444,398,31,True,1596,33870
ba,800,1596,4,4.0,3.99,15,1526543000,296,0,6062,6062,385,21,True,1596,35182
ba,800,1596,4,4.0,3.99,16,180057767,289,0,3698,3698,386,25,True,1596,35272
ba,800,1596,4,4.0,3.99,17,1615420557,304,0,2945,2945,404,17,True,1596,34386
ba,800,1596,4,4.0,3.99,18,599427581,272,0,4739,4739,382,29,True,1596,33154
ba,800,1596,4,4.0,3.99,19,1851933125,288,0,5493,5493,380,26,True,1596,31902
ba,800,1596,4,4.0,3.99,20,1710354563,294,0,4592,4592,384,26,True,1596,31762
ba,800,1596,4,4.0,3.99,21,1047095252,272,0,6555,6555,388,31,True,1596,34030
ba,800,1596,4,4.0,3.99,22,2880868435,294,0,4948,4948,404,21,True,1596,31624
ba,800,1596,4,4.0,3.99,23,1128616836,278,0,4161,4161,382,26,True,1596,29512
ba,800,1596,4,4.0,3.99,24,4068776112,297,0,4473,4473,410,27,True,1596,33548
ba,800,1596,4,4.0,3.99,25,3104615065,322,0,3583,3583,429,16,True,1596,38712
ba,800,1596,4,4.0,3.99,26,1849536279,311,0,4030,4030,412,27,True,1596,35250
ba,800,1596,4,4.0,3.99,27,3938280082,275,0,5670,5670,363,16,True,1596,29676
ba,800,1596,4,4.0,3.99,28,783518634,278,0,4837,4837,388,19,True,1596,29140
ba,800,1596,4,4.0,3.99,29,1245553760,298,0,4838,4838,408,31,True,1596,29572
ba,800,1596,4,4.0,3.99,30,3657198946,300,0,3879,3879,413,16,True,1596,35400
ba,800,1596,4,4.0,3.99,31,3436454957,290,0,3553,3553,397,29,True,1596,31214
ba,800,1596,4,4.0,3.99,32,915929717,290,0,4242,4242,404,21,True,1596,28772
ba,800,1596,4,4.0,3.99,33,2233834988,290,0,4199,4199,387,23,True,1596,34068
ba,800,1596,4,4.0,3.99,34,3614941130,292,0,4490,4490,393,21,True,1596,32866
ba,800,1596,4,4.0,3.99,35,839036639,303,0,3444,3444,399,21,True,1596,30582
ba,800,1596,4,4.0,3.99,36,2576074142,284,0,5231,5231,380,25,True,1596,32638
ba,800,1596,4,4.0,3.99,37,2607129498,318,0,5092,5092,419,16,True,1596,38846
ba,800,1596,4,4.0,3.99,38,1253997537,281,0,5087,5087,377,29,True,1596,29862
ba,800,1596,4,4.0,3.99,39,2065619119,288,0,3171,3171,398,31,True,1596,33832
ws,100,200,4,4.0,4.0,0,2868951135,36,0,228,228,42,0,True,200,1636
ws,100,200,4,4.0,4.0,1,1655184965,33,0,230,230,44,1,True,200,1642
ws,100,200,4,4.0,4.0,2,1403358533,32,0,283,283,52,3,True,200,1642
ws,100,200,4,4.0,4.0,3,3804178762,33,0,333,333,49,2,True,200,1644
ws,100,200,4,4.0,4.0,4,3994907869,34,0,341,341,49,1,True,200,1624
ws,100,200,4,4.0,4.0,5,324030485,36,0,292,292,55,3,True,200,1646
ws,100,200,4,4.0,4.0,6,3702881547,41,0,286,286,56,1,True,200,1626
ws,100,200,4,4.0,4.0,7,3752886619,29,0,218,218,43,2,True,200,1638
ws,100,200,4,4.0,4.0,8,4203314062,36,0,450,450,51,1,True,200,1646
ws,100,200,4,4.0,4.0,9,3655703641,39,0,365,365,47,1,True,200,1626
ws,100,200,4,4.0,4.0,10,1380034272,39,0,194,194,60,1,True,200,1656
ws,100,200,4,4.0,4.0,11,652167756,33,0,235,235,53,5,True,200,1660
ws,100,200,4,4.0,4.0,12,2711939019,34,0,234,234,53,3,True,200,1644
ws,100,200,4,4.0,4.0,13,1227882357,31,0,353,353,42,3,True,200,1646
ws,100,200,4,4.0,4.0,14,1354486286,42,0,199,199,58,0,True,200,1638
ws,100,200,4,4.0,4.0,15,4172077820,32,0,209,209,45,2,True,200,1648
ws,100,200,4,4.0,4.0,16,4159013814,32,0,321,321,44,1,True,200,1636
ws,100,200,4,4.0,4.0,17,3824966326,27,0,258,258,39,2,True,200,1640
ws,100,200,4,4.0,4.0,18,3260211443,35,0,240,240,49,2,True,200,1626
ws,100,200,4,4.0,4.0,19,3147640591,34,0,487,487,52,2,True,200,1674
ws,100,200,4,4.0,4.0,20,917825792,31,0,202,202,52,5,True,200,1628
ws,100,200,4,4.0,4.0,21,2754213113,33,0,325,325,45,5,True,200,1630
ws,100,200,4,4.0,4.0,22,1896430802,38,0,394,394,52,0,True,200,1640
ws,100,200,4,4.0,4.0,23,3748685238,35,0,220,220,45,1,True,200,1632
ws,100,200,4,4.0,4.0,24,2043390186,37,0,433,433,53,2,True,200,1634
ws,100,200,4,4.0,4.0,25,2914701178,34,0,251,251,54,4,True,200,1648
ws,100,200,4,4.0,4.0,26,3164847202,38,0,508,508,52,1,True,200,1652
ws,100,200,4,4.0,4.0,27,2095841055,32,0,301,301,49,2,True,200,1632
ws,100,200,4,4.0,4.0,28,3962206216,34,0,347,347,50,1,True,200,1630
ws,100,200,4,4.0,4.0,29,3792567723,38,0,621,621,51,0,True,200,1646
ws,100,200,4,4.0,4.0,30,1776018562,38,0,215,215,56,6,True,200,1628
ws,100,200,4,4.0,4.0,31,3716615475,37,0,342,342,52,1,True,200,1620
ws,100,200,4,4.0,4.0,32,4276190628,36,0,210,210,58,4,True,200,1646
ws,100,200,4,4.0,4.0,33,3960790384,39,0,305,305,48,1,True,200,1636
ws,100,200,4,4.0,4.0,34,625845327,37,0,314,314,52,1,True,200,1632
ws,100,200,4,4.0,4.0,35,1505494806,36,0,244,244,56,4,True,200,1634
ws,100,200,4,4.0,4.0,36,1450451434,38,0,209,209,56,3,True,200,1634
ws,100,200,4,4.0,4.0,37,2165021721,35,0,240,240,51,2,True,200,1630
ws,100,200,4,4.0,4.0,38,4224841099,27,0,345,345,39,3,True,200,1622
ws,100,200,4,4.0,4.0,39,2998773614,30,0,160,160,43,2,True,200,1638
ws,200,400,4,4.0,4.0,0,4002015601,76,0,667,667,109,4,True,400,3266
ws,200,400,4,4.0,4.0,1,1247936323,79,0,606,606,111,4,True,400,3282
ws,200,400,4,4.0,4.0,2,3550013509,74,0,875,875,110,4,True,400,3286
ws,200,400,4,4.0,4.0,3,188843394,75,0,830,830,105,3,True,400,3280
ws,200,400,4,4.0,4.0,4,1344585956,73,0,749,749,105,4,True,400,3260
ws,200,400,4,4.0,4.0,5,3384240576,66,0,774,774,92,7,True,400,3272
ws,200,400,4,4.0,4.0,6,1637585956,68,0,706,706,93,4,True,400,3266
ws,200,400,4,4.0,4.0,7,1879436887,61,0,465,465,93,8,True,400,3290
ws,200,400,4,4.0,4.0,8,1248162067,73,0,901,901,99,5,True,400,3288
ws,200,400,4,4.0,4.0,9,1826709776,73,0,630,630,94,2,True,400,3252
ws,200,400,4,4.0,4.0,10,946859861,66,0,807,807,95,6,True,400,3278
ws,200,400,4,4.0,4.0,11,459650207,73,0,959,959,109,5,True,400,3280
ws,200,400,4,4.0,4.0,12,2699678676,69,0,1355,1355,95,5,True,400,3248
ws,200,400,4,4.0,4.0,13,3490183412,73,0,741,741,107,7,True,400,3292
ws,200,400,4,4.0,4.0,14,3625185168,68,0,490,490,99,10,True,400,3268
ws,200,400,4,4.0,4.0,15,1855936207,68,0,530,530,96,7,True,400,3282
ws,200,400,4,4.0,4.0,16,2502177285,69,0,475,475,101,5,True,400,3254
ws,200,400,4,4.0,4.0,17,1914513918,75,0,562,562,105,6,True,400,3272
ws,200,400,4,4.0,4.0,18,760894062,73,0,999,999,101,7,True,400,3280
ws,200,400,4,4.0,4.0,19,798217473,67,0,1150,1150,86,5,True,400,3278
ws,200,400,4,4.0,4.0,20,2843115017,72,0,1031,1031,91,4,True,400,3278
ws,200,400,4,4.0,4.0,21,3366364817,71,0,751,751,102,6,True,400,3256
ws,200,400,4,4.0,4.0,22,915267535,66,0,665,665,90,6,True,400,3268
ws,200,400,4,4.0,4.0,23,3913661827,64,0,860,860,99,6,True,400,3284
ws,200,400,4,4.0,4.0,24,1810125576,76,0,877,877,106,5,True,400,3240
ws,200,400,4,4.0,4.0,25,1094622718,63,0,510,510,85,3,True,400,3304
ws,200,400,4,4.0,4.0,26,746099247,75,0,923,923,109,6,True,400,3274
ws,200,400,4,4.0,4.0,27,1852484146,74,0,1116,1116,95,5,True,400,3258
ws,200,400,4,4.0,4.0,28,1337181960,58,0,651,651,87,6,True,400,3268
ws,200,400,4,4.0,4.0,29,1649311152,73,0,473,473,106,4,True,400,3276
ws,200,400,4,4.0,4.0,30,1846444028,67,0,746,746,93,3,True,400,3270
ws,200,400,4,4.0,4.0,31,2822307468,66,0,783,783,86,1,True,400,3302
ws,200,400,4,4.0,4.0,32,2811084794,70,0,758,758,98,4,True,400,3248
ws,200,400,4,4.0,4.0,33,1644533601,84,0,1406,1406,108,3,True,400,3296
ws,200,400,4,4.0,4.0,34,2907660877,59,0,593,593,85,5,True,400,3290
ws,200,400,4,4.0,4.0,35,4060229953,84,0,628,628,120,4,True,400,3294
ws,200,400,4,4.0,4.0,36,1446933329,71,0,961,961,94,3,True,400,3284
ws,200,400,4,4.0,4.0,37,2040793782,73,0,556,556,97,6,True,400,3298
ws,200,400,4,4.0,4.0,38,3384941464,73,0,581,581,102,3,True,400,3308
ws,200,400,4,4.0,4.0,39,2343426199,68,0,604,604,90,3,True,400,3274
ws,400,800,4,4.0,4.0,0,2333648089,143,0,1955,1955,192,8,True,800,6572
ws,400,800,4,4.0,4.0,1,2598723214,147,0,1545,1545,193,8,True,800,6546
ws,400,800,4,4.0,4.0,2,1593494694,127,0,2080,2080,174,4,True,800,6556
ws,400,800,4,4.0,4.0,3,1527674637,141,0,1309,1309,192,6,True,800,6562
ws,400,800,4,4.0,4.0,4,3950825740,140,0,2175,2175,199,12,True,800,6562
ws,400,800,4,4.0,4.0,5,4021547276,140,0,1489,1489,195,8,True,800,6548
ws,400,800,4,4.0,4.0,6,2184361964,147,0,1342,1342,214,8,True,800,6558
ws,400,800,4,4.0,4.0,7,580551447,135,0,1338,1338,202,11,True,800,6548
ws,400,800,4,4.0,4.0,8,3332452744,145,0,1249,1249,198,7,True,800,6562
ws,400,800,4,4.0,4.0,9,3008713485,152,0,2488,2488,223,10,True,800,6538
ws,400,800,4,4.0,4.0,10,2376897487,131,0,1249,1249,185,16,True,800,6564
ws,400,800,4,4.0,4.0,11,3404870952,145,0,2360,2360,204,8,True,800,6526
ws,400,800,4,4.0,4.0,12,3675670755,136,0,1789,1789,190,13,True,800,6546
ws,400,800,4,4.0,4.0,13,4052223691,126,0,1644,1644,187,15,True,800,6566
ws,400,800,4,4.0,4.0,14,137728630,147,0,2831,2831,211,7,True,800,6572
ws,400,800,4,4.0,4.0,15,1438480541,137,0,2008,2008,200,10,True,800,6516
ws,400,800,4,4.0,4.0,16,2119876731,134,0,1215,1215,197,16,True,800,6572
ws,400,800,4,4.0,4.0,17,2614150051,149,0,1562,1562,202,3,True,800,6526
ws,400,800,4,4.0,4.0,18,2352030557,143,0,1809,1809,203,7,True,800,6568
ws,400,800,4,4.0,4.0,19,1982358378,135,0,1309,1309,191,10,True,800,6564
ws,400,800,4,4.0,4.0,20,1266447051,140,0,1104,1104,196,12,True,800,6566
ws,400,800,4,4.0,4.0,21,3102002852,139,0,1653,1653,190,6,True,800,6550
ws,400,800,4,4.0,4.0,22,3343010448,132,0,1512,1512,195,7,True,800,6534
ws,400,800,4,4.0,4.0,23,836219673,131,0,2507,2507,175,7,True,800,6530
ws,400,800,4,4.0,4.0,24,2758324843,141,0,1669,1669,188,6,True,800,6576
ws,400,800,4,4.0,4.0,25,3741519731,135,0,1674,1674,188,8,True,800,6542
ws,400,800,4,4.0,4.0,26,730964222,148,0,1594,1594,208,6,True,800,6540
ws,400,800,4,4.0,4.0,27,2809221945,154,0,2986,2986,196,4,True,800,6572
ws,400,800,4,4.0,4.0,28,3506221559,136,0,1413,1413,201,11,True,800,6524
ws,400,800,4,4.0,4.0,29,4153553892,138,0,1012,1012,200,9,True,800,6548
ws,400,800,4,4.0,4.0,30,2024985513,148,0,1943,1943,195,8,True,800,6540
ws,400,800,4,4.0,4.0,31,3079202292,155,0,2942,2942,207,5,True,800,6566
ws,400,800,4,4.0,4.0,32,1189177566,143,0,1632,1632,203,7,True,800,6542
ws,400,800,4,4.0,4.0,33,4093117876,154,0,1265,1265,210,5,True,800,6552
ws,400,800,4,4.0,4.0,34,118324607,143,0,1427,1427,193,7,True,800,6590
ws,400,800,4,4.0,4.0,35,2414711735,146,0,2166,2166,196,5,True,800,6530
ws,400,800,4,4.0,4.0,36,2346725534,144,0,3566,3566,197,14,True,800,6554
ws,400,800,4,4.0,4.0,37,372589783,135,0,1946,1946,193,12,True,800,6554
ws,400,800,4,4.0,4.0,38,1933645451,128,0,1192,1192,188,12,True,800,6560
ws,400,800,4,4.0,4.0,39,3346871399,141,0,2685,2685,195,10,True,800,6552
ws,800,1600,4,4.0,4.0,0,3887166441,276,0,3410,3410,395,28,True,1600,13106
ws,800,1600,4,4.0,4.0,1,2455752477,284,0,4840,4840,401,17,True,1600,13104
ws,800,1600,4,4.0,4.0,2,2013590731,273,0,3437,3437,379,24,True,1600,13092
ws,800,1600,4,4.0,4.0,3,1752879728,276,0,4859,4859,392,13,True,1600,13116
ws,800,1600,4,4.0,4.0,4,4088422825,274,0,2493,2493,402,24,True,1600,13068
