family,n,m,k_colors,average_degree,realized_average_degree,trial,seed,recolor_steps,sweeps,node_evaluations,activation_count,initial_potential,final_potential,converged,edge_bound,degree_square_sum,max_degree,threshold_h,weight_w,excess_x0,parity_epsilon,threshold_activation_count,relaxation_bound,high_palette
er,800,4720,3,12.0,11.8,39,332199451,413,0,4858,4858,1578,647,True,4720,120628,21,1441,14,137,0,113,30804.7140007,False
ba,100,564,3,12.0,11.28,0,3483873893,52,0,454,454,192,87,True,564,18160,42,174,28,18,0,13,4893.15130947,False
ba,100,564,3,12.0,11.28,1,3224602475,47,0,332,332,185,92,True,564,17766,34,175,23,10,1,7,4906.48771937,False
ba,100,564,3,12.0,11.28,2,3018013278,58,0,1117,1117,196,78,True,564,17630,33,176,22,20,0,14,3957.51362286,False
ba,100,564,3,12.0,11.28,3,732231791,63,0,1028,1028,187,76,True,564,17554,38,175,26,12,1,5,5783.31738049,False
ba,100,564,3,12.0,11.28,4,238216772,43,0,449,449,172,98,True,564,16904,30,174,20,0,1,0,0,False
ba,100,564,3,12.0,11.28,5,4148556690,55,0,983,983,179,75,True,564,18502,48,175,32,4,1,2,5363.80952381,False
ba,100,564,3,12.0,11.28,6,3307149260,45,0,652,652,173,83,True,564,17410,39,173,26,0,0,0,0,False
ba,100,564,3,12.0,11.28,7,1810008142,50,0,558,558,179,87,True,564,17576,44,177,30,2,0,4,2250,False
ba,100,564,3,12.0,11.28,8,671483782,60,0,588,588,191,83,True,564,18188,39,176,26,15,1,10,6073.2688492,False
ba,100,564,3,12.0,11.28,9,909122721,55,0,369,369,194,85,True,564,17554,48,174,32,20,1,16,7934.95427317,False
ba,100,564,3,12.0,11.28,10,133018977,50,0,471,471,205,96,True,564,17942,40,174,27,31,1,15,7286.67978331,False
ba,100,564,3,12.0,11.28,11,2739830722,41,0,385,385,188,100,True,564,18434,40,175,27,13,0,13,4293.18056943,False
ba,100,564,3,12.0,11.28,12,1963095439,53,0,718,718,190,86,True,564,17298,35,173,24,17,0,11,4127.46302717,False
ba,100,564,3,12.0,11.28,13,697719457,53,0,393,393,188,87,True,564,18000,41,173,28,15,0,7,4645.52059052,False
ba,100,564,3,12.0,11.28,14,1031902442,48,0,486,486,197,88,True,564,18332,44,175,30,22,0,10,5536.21987533,False
ba,100,564,3,12.0,11.28,15,4102297774,52,0,366,366,196,87,True,564,17824,40,174,27,22,1,20,6823.7620242,False
ba,100,564,3,12.0,11.28,16,381253712,44,0,322,322,185,86,True,564,17474,38,172,26,13,1,15,5887.31738049,False
ba,100,564,3,12.0,11.28,17,594460937,47,0,378,378,195,87,True,564,17648,39,175,26,20,1,8,6447.15034695,False
ba,100,564,3,12.0,11.28,18,3490148901,50,0,462,462,189,94,True,564,18192,39,176,26,13,0,12,4134.17388167,False
ba,100,564,3,12.0,11.28,19,2114019941,41,0,292,292,185,103,True,564,18558,53,173,36,12,1,14,8007.67021913,False
ba,100,564,3,12.0,11.28,20,3085217083,48,0,545,545,194,84,True,564,17174,38,176,26,18,1,11,6310.21341001,False
ba,100,564,3,12.0,11.28,21,1775018491,45,0,525,525,176,90,True,564,17734,42,174,28,2,1,4,3733.33333333,False
ba,100,564,3,12.0,11.28,22,2409503206,43,0,207,207,195,102,True,564,18474,44,176,30,19,0,17,5321.60948572,False
ba,100,564,3,12.0,11.28,23,2376740057,48,0,376,376,179,83,True,564,17780,41,173,28,6,1,9,5258.98989899,False
ba,100,564,3,12.0,11.28,24,816413847,58,0,781,781,189,88,True,564,18320,40,176,27,13,1,7,6113.75266435,False
ba,100,564,3,12.0,11.28,25,954643088,56,0,504,504,191,86,True,564,17152,36,174,24,17,1,21,5756.2409499,False
ba,100,564,3,12.0,11.28,26,149061845,43,0,505,505,187,85,True,564,17634,37,175,25,12,0,3,3879.01334776,False
ba,100,564,3,12.0,11.28,27,771994145,56,0,653,653,197,93,True,564,17384,37,175,25,22,0,20,4613.51656277,False
ba,100,564,3,12.0,11.28,28,1560429765,60,0,1101,1101,186,80,True,564,18730,43,175,29,11,0,9,4378.82215007,False
ba,100,564,3,12.0,11.28,29,240660136,56,0,797,797,202,81,True,564,17194,43,175,29,27,1,11,7626.13584964,False
ba,100,564,3,12.0,11.28,30,611536695,53,0,730,730,187,82,True,564,18606,46,173,31,14,1,5,7134.30861462,False
ba,100,564,3,12.0,11.28,31,1041042863,61,0,567,567,209,86,True,564,17902,45,174,30,35,1,21,8278.33814439,False
ba,100,564,3,12.0,11.28,32,539345413,45,0,332,332,184,90,True,564,17550,37,174,25,10,0,7,3661.21031746,False
ba,100,564,3,12.0,11.28,33,3381956166,54,0,380,380,195,86,True,564,18418,40,175,27,20,1,12,6695.11766798,False
ba,100,564,3,12.0,11.28,34,324544416,51,0,555,555,172,85,True,564,18262,44,174,30,0,1,0,0,False
ba,100,564,3,12.0,11.28,35,1032013636,51,0,729,729,192,77,True,564,17974,46,175,31,17,0,7,5331.30641009,False
ba,100,564,3,12.0,11.28,36,1694788207,44,0,506,506,184,92,True,564,18006,47,175,32,9,1,6,6657.99664388,False
ba,100,564,3,12.0,11.28,37,799694598,53,0,391,391,181,88,True,564,18004,43,175,29,6,1,4,5446.81096681,False
ba,100,564,3,12.0,11.28,38,3019589271,55,0,668,668,182,80,True,564,17222,35,175,24,7,0,9,3111.42857143,False
ba,100,564,3,12.0,11.28,39,1326519261,50,0,482,482,196,93,True,564,17994,39,173,26,23,1,19,6628.80787515,False
ba,200,1164,3,12.0,11.64,0,4026717352,94,0,1055,1055,367,173,True,1164,42422,56,361,38,6,0,3,9310,False
ba,200,1164,3,12.0,11.64,1,3258788685,102,0,1032,1032,394,168,True,1164,41196,54,357,36,37,0,34,15125.7104058,False
ba,200,1164,3,12.0,11.64,2,1542014014,109,0,881,881,426,189,True,1164,42524,55,360,37,66,0,46,17665.3800267,False
ba,200,1164,3,12.0,11.64,3,1632502694,113,0,2233,2233,404,184,True,1164,43278,57,361,38,43,0,31,16529.9947583,False
ba,200,1164,3,12.0,11.64,4,1834671391,105,0,1121,1121,385,185,True,1164,44498,67,360,45,25,0,19,17171.8117999,False
ba,200,1164,3,12.0,11.64,5,3216767611,120,0,987,987,405,167,True,1164,41072,58,362,39,43,0,26,16964.9946203,False
ba,200,1164,3,12.0,11.64,6,1938345245,105,0,1579,1579,368,158,True,1164,43304,65,364,44,4,0,2,9166.66666667,False
ba,200,1164,3,12.0,11.64,7,979583171,92,0,998,998,355,182,True,1164,42488,55,362,37,0,1,0,0,False
ba,200,1164,3,12.0,11.64,8,3447650290,116,0,1793,1793,383,162,True,1164,39992,57,362,38,21,0,11,13852.3630781,False
ba,200,1164,3,12.0,11.64,9,4128998060,93,0,1505,1505,407,170,True,1164,40192,50,360,34,47,1,29,19766.5000608,False
ba,200,1164,3,12.0,11.64,10,978836035,108,0,1217,1217,367,173,True,1164,44644,65,364,44,3,1,3,13493.3333333,False
ba,200,1164,3,12.0,11.64,11,784584251,126,0,2055,2055,415,156,True,1164,44402,77,363,52,52,1,22,30756.799595,False
ba,200,1164,3,12.0,11.64,12,319846416,107,0,1445,1445,398,185,True,1164,42582,54,362,36,36,1,45,19969.4199972,False
ba,200,1164,3,12.0,11.64,13,985215460,100,0,1574,1574,413,177,True,1164,44504,68,360,46,53,1,32,27295.5571508,False
ba,200,1164,3,12.0,11.64,14,765968390,122,0,2423,2423,392,181,True,1164,41234,57,359,38,33,1,20,20748.2122024,False
ba,200,1164,3,12.0,11.64,15,1831790700,99,0,978,978,354,172,True,1164,42244,58,358,39,0,1,0,0,False
ba,200,1164,3,12.0,11.64,16,2223935977,101,0,2006,2006,374,174,True,1164,42944,62,359,42,15,1,16,19621.3301282,False
ba,200,1164,3,12.0,11.64,17,1405367769,116,0,1336,1336,394,192,True,1164,41518,61,362,41,32,1,21,22260.0751091,False
ba,200,1164,3,12.0,11.64,18,3912005542,113,0,1066,1066,389,163,True,1164,41732,57,360,38,29,0,28,15054.2844308,False
ba,200,1164,3,12.0,11.64,19,1223650163,113,0,1157,1157,366,163,True,1164,43380,58,360,39,6,0,2,9555,False
ba,200,1164,3,12.0,11.64,20,2795682131,100,0,1206,1206,378,185,True,1164,40908,55,361,37,17,1,14,17748.4095955,False
ba,200,1164,3,12.0,11.64,21,2968657375,122,0,996,996,392,174,True,1164,43552,77,363,52,29,1,17,27720.4480275,False
ba,200,1164,3,12.0,11.64,22,3588110162,112,0,1517,1517,389,168,True,1164,40868,50,360,34,29,1,16,18124.9083257,False
ba,200,1164,3,12.0,11.64,23,609527677,105,0,1220,1220,369,179,True,1164,40348,56,360,38,9,0,6,10750.0793651,False
ba,200,1164,3,12.0,11.64,24,3287086410,110,0,1337,1337,393,183,True,1164,41778,57,362,38,31,1,22,20510.6542049,False
ba,200,1164,3,12.0,11.64,25,3600962423,94,0,871,871,354,183,True,1164,42784,59,358,40,0,0,0,0,False
ba,200,1164,3,12.0,11.64,26,2506641980,109,0,1308,1308,390,179,True,1164,43602,64,363,43,27,1,24,22615.4373472,False
ba,200,1164,3,12.0,11.64,27,3555653412,100,0,1244,1244,390,183,True,1164,43342,54,360,36,30,1,23,19313.1133019,False
ba,200,1164,3,12.0,11.64,28,1929356662,93,0,761,761,346,178,True,1164,41406,56,360,38,0,1,0,0,False
ba,200,1164,3,12.0,11.64,29,3292090925,106,0,1409,1409,405,167,True,1164,41314,59,360,40,45,1,33,23080.7723606,False
ba,200,1164,3,12.0,11.64,30,3087009324,109,0,764,764,399,169,True,1164,40530,51,362,34,37,0,28,14285.393161,False
ba,200,1164,3,12.0,11.64,31,2397298786,114,0,1492,1492,387,168,True,1164,42620,63,360,42,27,0,12,16344.1183637,False
ba,200,1164,3,12.0,11.64,32,1754399658,109,0,1456,1456,377,177,True,1164,42946,65,361,44,16,0,12,14875.2075702,False
ba,200,1164,3,12.0,11.64,33,3686176476,111,0,1310,1310,398,179,True,1164,41770,55,359,37,39,0,19,15738.1092441,False
ba,200,1164,3,12.0,11.64,34,2346355415,99,0,967,967,402,189,True,1164,41520,62,360,42,42,0,27,18172.3197879,False
ba,200,1164,3,12.0,11.64,35,632602665,112,0,1613,1613,393,156,True,1164,41788,57,358,38,35,1,40,20971.7899658,False
ba,200,1164,3,12.0,11.64,36,824722429,92,0,825,825,372,174,True,1164,42250,53,360,36,12,1,10,16015.3404383,False
ba,200,1164,3,12.0,11.64,37,3111234302,96,0,1617,1617,371,169,True,1164,41456,62,362,42,9,0,14,11881.6666667,False
ba,200,1164,3,12.0,11.64,38,2842876781,117,0,1850,1850,400,161,True,1164,43722,60,360,40,40,1,16,22609.6620758,False
ba,200,1164,3,12.0,11.64,39,4192758320,123,0,1341,1341,394,162,True,1164,42922,62,363,42,31,1,22,22669.670437,False
ba,400,2364,3,12.0,11.82,0,2675439606,236,0,3858,3858,793,353,True,2364,100772,84,731,56,62,0,64,52778.8003437,False
ba,400,2364,3,12.0,11.82,1,1619661777,216,0,2460,2460,794,343,True,2364,96302,94,734,63,60,0,38,58966.3672032,False
ba,400,2364,3,12.0,11.82,2,3018156193,214,0,2112,2112,818,355,True,2364,98094,86,735,58,83,0,67,58023.9919631,False
ba,400,2364,3,12.0,11.82,3,2077255324,220,0,4039,4039,772,357,True,2364,94920,85,731,57,41,1,35,64719.0183976,False
ba,400,2364,3,12.0,11.82,4,3015004844,198,0,3302,3302,794,373,True,2364,96478,83,733,56,61,1,55,68033.2249786,False
ba,400,2364,3,12.0,11.82,5,36221076,240,0,2698,2698,843,353,True,2364,99466,91,733,61,110,0,65,64443.2620986,False
ba,400,2364,3,12.0,11.82,6,1845076607,209,0,2558,2558,800,352,True,2364,93598,72,733,48,67,0,62,45977.7831108,False
ba,400,2364,3,12.0,11.82,7,1997018932,205,0,2471,2471,752,361,True,2364,95990,78,735,52,17,1,10,49887.4215658,False
ba,400,2364,3,12.0,11.82,8,505203685,222,0,2644,2644,783,338,True,2364,94268,65,733,44,50,1,40,51704.8373332,False
ba,400,2364,3,12.0,11.82,9,3569180917,228,0,3600,3600,798,347,True,2364,99690,79,736,53,62,0,49,49951.364611,False
ba,400,2364,3,12.0,11.82,10,3162505699,199,0,4111,4111,778,366,True,2364,96286,85,736,57,42,0,29,49324.8679958,False
ba,400,2364,3,12.0,11.82,11,3960741569,240,0,3619,3619,825,354,True,2364,104094,90,734,60,91,0,61,61122.7153661,False
ba,400,2364,3,12.0,11.82,12,3556933990,209,0,3747,3747,770,353,True,2364,97588,85,738,57,32,0,20,46266.845228,False
ba,400,2364,3,12.0,11.82,13,2801780501,224,0,2693,2693,774,365,True,2364,97318,90,734,60,40,1,34,67828.9862275,False
ba,400,2364,3,12.0,11.82,14,3551268544,213,0,2860,2860,811,371,True,2364,100418,88,731,59,80,1,59,74877.409417,False
ba,400,2364,3,12.0,11.82,15,3180416376,219,0,4168,4168,767,339,True,2364,102362,101,738,68,29,0,12,53878.4916472,False
ba,400,2364,3,12.0,11.82,16,3046543580,230,0,2889,2889,798,331,True,2364,99894,88,730,59,68,0,54,56687.8878188,False
ba,400,2364,3,12.0,11.82,17,3128306028,223,0,3280,3280,770,349,True,2364,92108,88,733,59,37,1,28,65778.6087733,False
ba,400,2364,3,12.0,11.82,18,792926044,198,0,2932,2932,801,362,True,2364,94750,80,734,54,67,1,37,66616.6888116,False
ba,400,2364,3,12.0,11.82,19,2813223301,211,0,4196,4196,796,360,True,2364,95990,71,737,48,59,1,48,57994.170615,False
ba,400,2364,3,12.0,11.82,20,4159095282,217,0,3178,3178,812,361,True,2364,98980,92,736,62,76,0,42,60939.9677136,False
ba,400,2364,3,12.0,11.82,21,1296792475,241,0,4363,4363,813,345,True,2364,95514,86,729,58,84,0,53,58162.0872012,False
ba,400,2364,3,12.0,11.82,22,2719632435,218,0,5105,5105,777,345,True,2364,96628,75,733,50,44,1,28,57477.2118003,False
ba,400,2364,3,12.0,11.82,23,3586575723,218,0,3811,3811,831,350,True,2364,95542,83,734,56,97,0,56,57759.2111701,False
ba,400,2364,3,12.0,11.82,24,1622830713,226,0,4843,4843,799,367,True,2364,103334,84,736,56,63,1,36,68394.5387997,False
ba,400,2364,3,12.0,11.82,25,818600851,233,0,4450,4450,846,360,True,2364,99138,81,733,54,113,1,61,72261.7319642,False
ba,400,2364,3,12.0,11.82,26,2638762960,235,0,2520,2520,775,347,True,2364,100230,109,735,73,40,0,25,62466.7283685,False
ba,400,2364,3,12.0,11.82,27,1545950266,226,0,3002,3002,816,354,True,2364,96804,77,728,52,88,0,63,52626.3247815,False
ba,400,2364,3,12.0,11.82,28,302112803,218,0,3003,3003,805,356,True,2364,96508,87,732,58,73,1,45,72546.1365149,False
ba,400,2364,3,12.0,11.82,29,899653302,208,0,2962,2962,766,352,True,2364,95862,95,734,64,32,0,24,51948.7385016,False
ba,400,2364,3,12.0,11.82,30,3136410746,233,0,4226,4226,800,352,True,2364,99590,82,734,55,66,1,38,67684.9176632,False
ba,400,2364,3,12.0,11.82,31,68215133,230,0,7150,7150,822,336,True,2364,99704,87,734,58,88,1,49,74713.8857623,False
ba,400,2364,3,12.0,11.82,32,2656776423,240,0,2731,2731,784,337,True,2364,96960,91,735,61,49,1,43,71435.2416563,False
ba,400,2364,3,12.0,11.82,33,3362465046,228,0,2798,2798,787,378,True,2364,100054,90,738,60,49,0,40,53750.46406,False
ba,400,2364,3,12.0,11.82,34,3378444439,215,0,2534,2534,793,359,True,2364,96434,79,731,53,62,1,27,64560.9456498,False
ba,400,2364,3,12.0,11.82,35,2891148233,239,0,3680,3680,792,342,True,2364,94506,76,733,51,59,1,48,61618.8062785,False
ba,400,2364,3,12.0,11.82,36,4155178876,201,0,2496,2496,769,346,True,2364,92786,86,736,58,33,0,24,47430.0594186,False
ba,400,2364,3,12.0,11.82,37,2954716598,230,0,2926,2926,771,342,True,2364,94378,80,732,54,39,1,35,60772.6698832,False
ba,400,2364,3,12.0,11.82,38,2176925858,236,0,3428,3428,795,348,True,2364,96540,79,728,53,67,1,62,65383.0464262,False
ba,400,2364,3,12.0,11.82,39,2170410216,223,0,2687,2687,831,355,True,2364,96082,65,737,44,94,1,78,57259.923809,False
ba,800,4764,3,12.0,11.91,0,937263535,440,0,11383,11383,1564,733,True,4764,218276,124,1481,83,83,0,54,166068.666653,False
ba,800,4764,3,12.0,11.91,1,3259492512,480,0,9152,9152,1620,675,True,4764,211088,111,1476,74,144,1,98,205226.429915,False
ba,800,4764,3,12.0,11.91,2,1025598846,417,0,9942,9942,1540,700,True,4764,223332,118,1484,79,56,1,36,189248.450082,False
ba,800,4764,3,12.0,11.91,3,215640234,426,0,13936,13936,1584,694,True,4764,213872,121,1483,81,101,0,58,168391.823651,False
ba,800,4764,3,12.0,11.91,4,3737873126,436,0,9486,9486,1536,693,True,4764,221444,121,1485,81,51,1,35,191009.39434,False
ba,800,4764,3,12.0,11.91,5,3894683852,388,0,8083,8083,1567,731,True,4764,214326,115,1479,77,88,0,66,155854.88493,False
ba,800,4764,3,12.0,11.91,6,2690537747,443,0,6517,6517,1589,713,True,4764,217800,117,1483,78,106,0,72,163655.366896,False
ba,800,4764,3,12.0,11.91,7,2698820820,428,0,5612,5612,1634,706,True,4764,227124,152,1479,102,155,1,122,285883.024591,False
ba,800,4764,3,12.0,11.91,8,3313278001,469,0,5228,5228,1655,710,True,4764,224438,135,1488,90,167,1,112,254934.191968,False
ba,800,4764,3,12.0,11.91,9,1764677329,441,0,5781,5781,1633,700,True,4764,212390,120,1480,80,153,1,106,223806.391275,False
ba,800,4764,3,12.0,11.91,10,1437053067,420,0,6547,6547,1575,715,True,4764,216844,110,1477,74,98,1,60,193835.062555,False
ba,800,4764,3,12.0,11.91,11,81562645,459,0,7122,7122,1612,698,True,4764,222264,111,1483,74,129,0,89,161050.611305,False
ba,800,4764,3,12.0,11.91,12,514108044,452,0,5861,5861,1604,674,True,4764,218390,126,1481,84,123,1,87,227663.423751,False
ba,800,4764,3,12.0,11.91,13,1634458485,438,0,6191,6191,1607,690,True,4764,207410,92,1477,62,130,1,97,169409.96416,False
ba,800,4764,3,12.0,11.91,14,568892824,483,0,10209,10209,1563,661,True,4764,229156,119,1483,80,80,0,47,158895.336926,False
ba,800,4764,3,12.0,11.91,15,687710720,455,0,6301,6301,1605,700,True,4764,221350,111,1484,74,121,0,100,159163.129405,False
ba,800,4764,3,12.0,11.91,16,2855598594,464,0,7791,7791,1614,669,True,4764,212546,112,1479,75,135,0,89,164585.687238,False
ba,800,4764,3,12.0,11.91,17,818407465,446,0,6318,6318,1597,716,True,4764,214176,121,1474,81,123,1,82,219532.587189,False
ba,800,4764,3,12.0,11.91,18,3635691615,450,0,7270,7270,1684,732,True,4764,224954,129,1477,86,207,1,140,250990.304834,False
ba,800,4764,3,12.0,11.91,19,2649183416,415,0,5684,5684,1593,740,True,4764,212604,106,1482,71,111,0,64,150271.318446,False
ba,800,4764,3,12.0,11.91,20,2978014048,458,0,8429,8429,1635,693,True,4764,216632,121,1483,81,152,0,104,181581.978503,False
ba,800,4764,3,12.0,11.91,21,1366321877,450,0,9595,9595,1597,708,True,4764,214438,118,1472,79,125,0,84,170940.960577,False
ba,800,4764,3,12.0,11.91,22,2750185041,457,0,6215,6215,1577,666,True,4764,226616,141,1477,94,100,1,89,246982.532635,False
ba,800,4764,3,12.0,11.91,23,2909606924,485,0,8782,8782,1582,695,True,4764,221054,130,1482,87,100,1,106,228590.216375,False
ba,800,4764,3,12.0,11.91,24,2105608182,429,0,7725,7725,1596,717,True,4764,216554,95,1480,64,116,1,88,171957.844828,False
ba,800,4764,3,12.0,11.91,25,249268694,465,0,5778,5778,1617,716,True,4764,211272,115,1481,77,136,0,104,169201.109486,False
ba,800,4764,3,12.0,11.91,26,2677590228,436,0,7624,7624,1584,725,True,4764,212934,115,1480,77,104,1,59,203523.467144,False
ba,800,4764,3,12.0,11.91,27,1271992506,412,0,5384,5384,1583,760,True,4764,213996,109,1488,73,95,1,90,190307.832803,False
ba,800,4764,3,12.0,11.91,28,3655840337,464,0,7298,7298,1641,727,True,4764,214990,130,1472,87,169,1,115,246850.674953,False
ba,800,4764,3,12.0,11.91,29,4160629115,460,0,12511,12511,1620,677,True,4764,217370,105,1484,70,136,1,90,192532.680605,False
ba,800,4764,3,12.0,11.91,30,1685621703,428,0,6246,6246,1592,711,True,4764,212198,89,1486,60,106,1,87,159046.867881,False
ba,800,4764,3,12.0,11.91,31,2554541530,446,0,8580,8580,1598,726,True,4764,217316,129,1480,86,118,0,87,184113.326788,False
ba,800,4764,3,12.0,11.91,32,1880050687,491,0,10192,10192,1648,684,True,4764,229806,128,1476,86,172,0,138,197029.931976,False
ba,800,4764,3,12.0,11.91,33,579635973,405,0,6422,6422,1563,724,True,4764,219526,120,1485,80,78,0,53,158090.273635,False
ba,800,4764,3,12.0,11.91,34,1231391664,467,0,5673,5673,1652,732,True,4764,215716,117,1482,78,170,1,120,221498.46903,False
ba,800,4764,3,12.0,11.91,35,861841003,447,0,8501,8501,1601,692,True,4764,212244,124,1481,83,120,1,86,224133.354788,False
ba,800,4764,3,12.0,11.91,36,438178963,456,0,8107,8107,1596,693,True,4764,215652,98,1477,66,119,1,83,178005.602582,False
ba,800,4764,3,12.0,11.91,37,2186418597,426,0,7718,7718,1582,697,True,4764,217988,114,1482,76,100,0,70,157696.276536,False
ba,800,4764,3,12.0,11.91,38,1214016075,443,0,7347,7347,1596,712,True,4764,208168,122,1476,82,120,1,91,221432.952923,False
ba,800,4764,3,12.0,11.91,39,1275482671,420,0,5477,5477,1579,742,True,4764,223366,121,1480,81,99,1,65,212499.745726,False
ws,100,600,3,12.0,12.0,0,1902596764,54,0,558,558,204,117,True,600,14490,15,185,10,19,1,11,2454.03218472,False
ws,100,600,3,12.0,12.0,1,1142615883,40,0,362,362,183,109,True,600,14552,15,184,10,0,0,0,0,False
ws,100,600,3,12.0,12.0,2,59398908,44,0,337,337,202,112,True,600,14544,15,184,10,18,1,6,2427.0051577,False
ws,100,600,3,12.0,12.0,3,236795087,49,0,459,459,203,118,True,600,14536,16,186,11,17,0,12,1891.75388745,False
ws,100,600,3,12.0,12.0,4,2193396051,56,0,1015,1015,201,110,True,600,14494,15,184,10,17,0,6,1719.77626132,False
ws,100,600,3,12.0,12.0,5,3863615636,48,0,502,502,192,118,True,600,14510,15,184,10,8,1,11,2021.8004218,False
ws,100,600,3,12.0,12.0,6,2731286280,53,0,849,849,188,108,True,600,14528,15,184,10,4,0,13,1041.66666667,False
ws,100,600,3,12.0,12.0,7,942462367,46,0,549,549,218,127,True,600,14484,15,186,10,32,0,15,2029.24759772,False
ws,100,600,3,12.0,12.0,8,48221648,36,0,712,712,191,117,True,600,14508,15,186,10,5,0,7,1141.66666667,False
ws,100,600,3,12.0,12.0,9,1565842370,50,0,476,476,224,113,True,600,14520,16,188,11,36,1,21,3050.88361069,False
ws,100,600,3,12.0,12.0,10,1037765342,42,0,739,739,199,119,True,600,14530,15,184,10,15,0,17,1659.11449661,False
ws,100,600,3,12.0,12.0,11,3347419726,40,0,278,278,208,112,True,600,14500,14,185,10,23,1,15,2549.54149044,False
ws,100,600,3,12.0,12.0,12,3748463275,46,0,474,474,217,112,True,600,14536,15,187,10,30,0,35,1997.49356546,False
ws,100,600,3,12.0,12.0,13,3945726115,57,0,618,618,197,109,True,600,14518,15,182,10,15,0,7,1659.11449661,False
ws,100,600,3,12.0,12.0,14,2288150864,46,0,795,795,187,115,True,600,14494,14,185,10,2,1,3,1333.33333333,False
ws,100,600,3,12.0,12.0,15,4216345267,51,0,586,586,193,107,True,600,14514,15,185,10,8,0,14,1358.92857143,False
ws,100,600,3,12.0,12.0,16,2770033771,55,0,486,486,211,109,True,600,14502,15,186,10,25,1,20,2591.22624945,False
ws,100,600,3,12.0,12.0,17,3516927196,54,0,612,612,202,113,True,600,14514,16,185,11,17,1,10,2638.27710204,False
ws,100,600,3,12.0,12.0,18,3058242436,39,0,601,601,194,125,True,600,14494,14,186,10,8,1,3,2021.8004218,False
ws,100,600,3,12.0,12.0,19,3856690109,53,0,685,685,206,109,True,600,14546,15,185,10,21,0,14,1822.67935238,False
ws,100,600,3,12.0,12.0,20,2735439597,47,0,339,339,205,119,True,600,14498,15,184,10,21,0,21,1822.67935238,False
ws,100,600,3,12.0,12.0,21,415949492,40,0,920,920,189,125,True,600,14540,17,186,12,3,0,1,1100,False
ws,100,600,3,12.0,12.0,22,2369983200,44,0,597,597,203,124,True,600,14480,14,186,10,17,0,11,1719.77626132,False
ws,100,600,3,12.0,12.0,23,3797618100,41,0,608,608,197,122,True,600,14522,15,185,10,12,0,8,1551.60533911,False
ws,100,600,3,12.0,12.0,24,3046407441,51,0,703,703,205,113,True,600,14506,15,186,10,19,0,11,1773.86982857,False
ws,100,600,3,12.0,12.0,25,2286100908,34,0,848,848,179,119,True,600,14524,15,184,10,0,1,0,0,False
ws,100,600,3,12.0,12.0,26,139766762,39,0,254,254,195,127,True,600,14490,14,186,10,9,0,12,1414.48412698,False
ws,100,600,3,12.0,12.0,27,2582770648,44,0,340,340,185,119,True,600,14564,16,185,11,0,1,0,0,False
ws,100,600,3,12.0,12.0,28,1472453243,48,0,467,467,229,120,True,600,14492,15,186,10,43,0,21,2174.9993103,False
ws,100,600,3,12.0,12.0,29,2316139642,44,0,398,398,200,123,True,600,14496,15,185,10,15,1,21,2335.87263431,False
ws,100,600,3,12.0,12.0,30,3309062017,52,0,712,712,234,124,True,600,14546,16,186,11,48,0,22,2452.33844629,False
ws,100,600,3,12.0,12.0,31,1813374734,50,0,352,352,218,127,True,600,14514,15,185,10,33,0,26,2044.39911287,False
ws,100,600,3,12.0,12.0,32,1331168833,43,0,388,388,192,120,True,600,14514,15,186,10,6,1,5,1878.21067821,False
ws,100,600,3,12.0,12.0,33,837677862,48,0,608,608,208,127,True,600,14486,14,186,10,22,0,19,1845.40662511,False
ws,100,600,3,12.0,12.0,34,2887778883,47,0,366,366,209,121,True,600,14516,15,185,10,24,0,17,1887.97908888,False
ws,100,600,3,12.0,12.0,35,3324582901,45,0,665,665,200,123,True,600,14522,15,184,10,16,1,13,2368.13069882,False
ws,100,600,3,12.0,12.0,36,1600551106,50,0,247,247,234,123,True,600,14526,15,185,10,49,1,27,2927.67383837,False
ws,100,600,3,12.0,12.0,37,1235365127,51,0,330,330,217,118,True,600,14504,15,185,10,32,1,28,2714.64330599,False
ws,100,600,3,12.0,12.0,38,1569837492,46,0,532,532,198,118,True,600,14544,15,183,10,15,1,10,2335.87263431,False
ws,100,600,3,12.0,12.0,39,1821104000,49,0,1270,1270,206,121,True,600,14512,14,184,10,22,0,17,1845.40662511,False
ws,200,1200,3,12.0,12.0,0,1035598326,98,0,990,990,398,226,True,1200,29046,15,371,10,27,0,29,3891.45675325,False
ws,200,1200,3,12.0,12.0,1,1307975963,83,0,1303,1303,383,241,True,1200,29046,16,369,11,14,0,13,3576.71855922,False
ws,200,1200,3,12.0,12.0,2,3327916003,76,0,806,806,388,248,True,1200,29056,17,369,12,19,1,27,5889.67724334,False
ws,200,1200,3,12.0,12.0,3,3318430654,68,0,1395,1395,346,229,True,1200,29002,16,372,11,0,0,0,0,False
ws,200,1200,3,12.0,12.0,4,22347436,81,0,1400,1400,392,234,True,1200,28998,15,371,10,21,0,15,3645.35870476,False
ws,200,1200,3,12.0,12.0,5,2557199726,99,0,1918,1918,407,228,True,1200,28970,15,374,10,33,1,28,5460.05584274,False
ws,200,1200,3,12.0,12.0,6,263568555,105,0,1701,1701,397,234,True,1200,28988,15,369,10,28,0,25,3927.17103897,False
ws,200,1200,3,12.0,12.0,7,35897872,88,0,1102,1102,409,237,True,1200,29002,14,370,10,39,1,30,5627.09906326,False
ws,200,1200,3,12.0,12.0,8,106783002,97,0,1384,1384,408,235,True,1200,29002,16,372,11,36,0,24,4592.01511647,False
